ORGANIZACION_POLITICA,NOMBRE_COMPLETO,LUGAR_POSTULA,SEXO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",EDGAR ALONSO RODRIGUEZ ZANABRIA,PIURA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CARLOS GREGORIO CORNEJO SUCLLA ,MOQUEGUA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CARLOS EMILIO VIZCARRA VELAZCO,AREQUIPA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",HORACIO ZEBALLOS PATRON,AREQUIPA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JOSE MIGUEL OROS PONCE,AREQUIPA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARIA ANTONIETA AGÜERO GUTIERREZ,AREQUIPA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LEONILA MARTINA PORTOCARRERO RAMOS ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LEYDI ELIZABETH DE LA CRUZ MAYTA,AREQUIPA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SAMUEL REYNEL YAÑEZ TORRES ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JESUS PERCY BONILLA YARANGA,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PEDRO FERNANDO TINCOPA CALLE,AYACUCHO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ROSSINI FERNANDEZ QUISPE ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",TANIA EDITH PARIONA TARQUI,AYACUCHO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JULIO CESAR BAZAN FIGUEROA ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",NELIDA AYAY CHILON ,CAJAMARCA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARCO ANTONIO ARANA ZEGARRA,CAJAMARCA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",GRETELL ESPERANZA REBAZA ARAUJO ,LA LIBERTAD  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ADELINDA DIAZ URIARTE,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JOSE MANUEL BAUTISTA CONDOR ,CAJAMARCA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JHON KENNEDY VEGA CARRASCAL,LAMBAYEQUE  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JUAN CESAR REGALADO CABRERA ,CAJAMARCA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JUNNY JANET YNOQUIO HERRERA ,LA LIBERTAD  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",DEISSY SUSANA DIAZ GAMONAL,AREQUIPA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LUIS QUINDE GARCIA ,CAJAMARCA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",EROTIDA ROSARIO MORALES ALBERCA ,CAJAMARCA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",RUTH LUQUE IBARRA,CUSCO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",WILBERT GABRIEL ROZAS BELTRAN,CUSCO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LENIN ABRAHAM CHECCO CHAUCA ,APURIMAC  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",OSCAR AVELINO MOLLOHUANCA CRUZ ,CUSCO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",EDGAR AMERICO OCHOA PEZO ,CUSCO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LUCHA PAUCCAR RIOS ,CUSCO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JULIO CESAR RICARDO SAMANIEGO MONZON,MADRE DE DIOS  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARILUZ ALEGRE PALOMINO ,HUANCAVELICA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",TEOFILO VALLEJOS RAMOS,PASCO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",EDYSON HUMBERTO MORALES RAMIREZ ,AYACUCHO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ZACARIAS REYMUNDO LAPA INGA,HUANCAVELICA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",WALTER DE LA CRUZ BUJAICO,HUANCAVELICA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JOVANA ELENA VILLANUEVA CHOMB,HUANUCO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SERAFIN ANDRES LUJAN,HUANUCO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ROSARIO SUSANA CRISPIN NEIRA ,ICA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JORGE ALFONSO APARCANA ALFARO ,ICA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",KATIA LUCIA GILVONIO CONDEZO,JUNIN  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",FLOR DE MARIA GONZALES URIOLA ,JUNIN  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SALVADOR ORE GUZMAN ,JUNIN  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARIO JOSE CANZIO ALVAREZ,JUNIN  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",DITMAR VICTOR PEREZ SILVESTRE,JUNIN  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CARLOS ANTONIO HONORES YGLESIAS ,LA LIBERTAD  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",HUMBERTO PRADO EFFIO ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",VALDEMAR DOMINGUEZ RAMIREZ ,LA LIBERTAD  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",FAUSTA CERVILIA CHAVEZ ALAYO ,ANCASH  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ETELVINA BRICEÑO VELA,LA LIBERTAD  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",REYES EMILIANO MURILLO CALDERON ,LA LIBERTAD  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",RAFAEL RUIZ DIAZ ,LA LIBERTAD  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ESTHER FLORES CARLOS,LAMBAYEQUE  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JORGE AUGUSTO GONZALES GAMARRA,LAMBAYEQUE  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",DIANA DEL PILAR ORDOÑEZ FLORES,LAMBAYEQUE  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CARLOS AURELIO MORENO PABLO ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JANEETH LILIANA OTOYA BRAMON ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PEDRO LEONEL MOREANO CHICLLA ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SIGIFREDO MARCIAL VELASQUEZ RAMOS ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ANGELA LEONOR VILLON BUSTAMANTE ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ESTHER ALVAREZ ESTRADA ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JUAN ISMAEL ASTE DAFFOS ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CESAR ALFREDO FUENTES ORTIZ ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ROGELIO ROBERT TUCTO CASTILLO,HUANUCO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARIA ELENA FORONDA FARRO ,ANCASH  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",INDIRA ISABEL HUILCA FLORES ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",NADIA YESENIA GRANDEZ PISCO,AMAZONAS  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MANUEL GERMAN BENZA PFLÜCKER ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JAVIER EMILIO TORRES SEOANE,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JORGE FRANCISCO MARTIN BACACORZO DIAZ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MANUEL ENRIQUE ERNESTO DAMMERT EGO AGUIRRE ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARISA GLAVE REMY ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",FERNANDO CAMILO ANDRADE MORENO,ANCASH  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",NATALY ROSARIO MONTALDO TORRES,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",TANIA MICHAEL TURRIATE CAVERO ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",AUGUSTO JOSE MALPARTIDA LEON ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MONICA ALARCON ANTEZANA,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ABEL HEMIGIDIO GILVONIO CARDENAS ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JUAN DIEGO MOTTA VILLEGAS ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ROSARIO DEL PILAR GRADOS PEÑA ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ELEMING LIZ VALLE REY SANCHEZ ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARIA YSABEL CEDANO GARCIA ,LIMA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JANNET URSULA VELEZ RIVAS ,CALLAO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",RICARDO JIMENEZ PALACIOS ,TACNA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",IDER LUIS GUTIERREZ QUISPE,LIMA LIMA ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LUIS PEDRO PORTILLA Y TORRES,LIMA LIMA ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ADONAY GUERRERO CACERES ,LIMA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JANINA DENISSE DEL AGUILA GALLARDO DE ASENJO,LORETO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SANTIAGO RIVAS PANDURO ,LORETO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",BETSABETH CORTEGANO CHOTA ,LORETO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",YARA MARINA RUIZ GUERRERO,UCAYALI  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",HENDERSON RENGIFO HUALINGA ,LORETO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MANUEL RIVAS VALERA ,UCAYALI  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JESUS LUIS CAMPOS MUÑOZ ,MOQUEGUA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",NINFA ANGELA QUISPE QUISPE,MADRE DE DIOS  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",KATIUSKA VILLASANTE VERGARA,PASCO  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MICHEL FRANK BERAUN CHACA,PASCO  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",HERNANDO ISMAEL CEVALLOS FLORES,PIURA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",SOL ENRIQUETA BENAVENTE PEÑA,PIURA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ALEX MANUEL GALLARDO ZETA,TUMBES  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",MARIA FRANCISCA CORDOVA GRANDA,PIURA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",RUFINA ANDREA ORDINOLA ARELLANO,PIURA  ,FEMENINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LUIS GARNIQUE ORTIZ,PIURA  ,MASCULINO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",JUAN MANUEL CASTILLO MORE,PIURA  ,MASCULINO
FRENTE ESPERANZA,FERMIN CIRILO CHAMBI LINARES,AREQUIPA  ,MASCULINO
FRENTE ESPERANZA,RICHARD OLGER ZEVALLOS ROJAS ,TACNA  ,MASCULINO
FRENTE ESPERANZA,EFRIN MARCOS QUISPE HUAYNACHO ,PUNO  ,MASCULINO
FRENTE ESPERANZA,YESSICCA YOKO SUEYOSHI SALCEDO,LIMA  ,FEMENINO
FRENTE ESPERANZA,CESAR AUGUSTO OSWALDO PEREA RAMIREZ,LIMA  ,MASCULINO
FRENTE ESPERANZA,ANA CRISTINA BARUA MONTERO,LIMA  ,FEMENINO
FRENTE ESPERANZA,CARLOS ARTURO OBREGON DIAZ,LIMA  ,MASCULINO
FRENTE ESPERANZA,NINO ESTUARDO MARTINI ESCATE,LIMA  ,MASCULINO
FRENTE ESPERANZA,DARIO EZEQUIEL TAPIA SALAZAR,AREQUIPA  ,MASCULINO
FRENTE ESPERANZA,MARIA ELENA VERA DELGADO,PIURA  ,FEMENINO
FRENTE ESPERANZA,MIGUEL ALEX ALE VALERIANO ,MOQUEGUA  ,MASCULINO
FRENTE ESPERANZA,CESAR RUPERTO LEON GUERRA ,AYACUCHO  ,MASCULINO
FRENTE ESPERANZA,JUAN CARLOS JOYO CANDIA ,AYACUCHO  ,MASCULINO
FRENTE ESPERANZA,AMANDA ESIDORA SILVA LANDA ,AYACUCHO  ,FEMENINO
FRENTE ESPERANZA,EUGENIO LEOPOLDO CORTEZ BRIONES,CAJAMARCA  ,MASCULINO
FRENTE ESPERANZA,ISAAC ERNESTO GARRIDO JAEGER ,ANCASH  ,MASCULINO
FRENTE ESPERANZA,ANITA MARINA ROJAS SILVA ,ANCASH  ,FEMENINO
FRENTE ESPERANZA,MARIA SECUNDINA MARIN ATALAYA,LIMA  ,FEMENINO
FRENTE ESPERANZA,EDWIN ORLANDO CAMACHO FLORES,CAJAMARCA  ,MASCULINO
FRENTE ESPERANZA,FLORMIRA SAMAME DIAZ,CAJAMARCA  ,FEMENINO
FRENTE ESPERANZA,ERIBERTO VENTURA CASTREJON,CAJAMARCA  ,MASCULINO
FRENTE ESPERANZA,LIZ DIANA CCORIMANYA GUTIERREZ ,CUSCO  ,FEMENINO
FRENTE ESPERANZA,ELIZABETH MILAGROS HERRERA CRUZ ,CUSCO  ,FEMENINO
FRENTE ESPERANZA,AUDAX WILSON CASTILLO FERRO ,CUSCO  ,MASCULINO
FRENTE ESPERANZA,ARNALDO PEREZ SANCHEZ,AREQUIPA  ,MASCULINO
FRENTE ESPERANZA,NORMA CCACYA QUISPE ,CUSCO  ,FEMENINO
FRENTE ESPERANZA,LUZMARINA PALOMINO QUISPE,AREQUIPA  ,FEMENINO
FRENTE ESPERANZA,SILVIA QUISPE VARGAS ,MADRE DE DIOS  ,FEMENINO
FRENTE ESPERANZA,VIRGILIO HUANAY BUJAICO ,HUANCAVELICA  ,MASCULINO
FRENTE ESPERANZA,CARMEN MUJER GALVEZ GAMARRA,HUANCAVELICA  ,FEMENINO
FRENTE ESPERANZA,VICTORIA ACUÑA GAMBOA ,HUANCAVELICA  ,FEMENINO
FRENTE ESPERANZA,MIRTHA LUZ DOMINGUEZ RAMIREZ,HUANUCO  ,FEMENINO
FRENTE ESPERANZA,TANIA MIRELLA MARTINEZ BETETA,HUANUCO  ,FEMENINO
FRENTE ESPERANZA,JONELL PONCE IBARRA,HUANUCO  ,MASCULINO
FRENTE ESPERANZA,MARIVEL PICON ALVARADO ,MOQUEGUA  ,FEMENINO
FRENTE ESPERANZA,NOELIA ROSSVITH HERRERA MEDINA,CALLAO  ,FEMENINO
FRENTE ESPERANZA,MARIBEL QUISPE JULI ,PUNO  ,FEMENINO
FRENTE ESPERANZA,JAVIER PAREDES UGARTE ,PUNO  ,MASCULINO
FRENTE ESPERANZA,ELSA IRMA RODRIGO MACHACA ,PUNO  ,FEMENINO
FRENTE ESPERANZA,ESTEBAN MAMANI QUISPE ,PUNO  ,MASCULINO
FRENTE ESPERANZA,LOURDES ZUÑIGA CHURA ,MADRE DE DIOS  ,FEMENINO
FRENTE ESPERANZA,WALTER IBERICO OCAMPO,LIMA  ,MASCULINO
FRENTE ESPERANZA,SEGUNDO JULIO COTRINA SOPLA ,AMAZONAS  ,MASCULINO
FRENTE ESPERANZA,EDISON MANUEL GIL TORRES,LIMA  ,MASCULINO
FRENTE ESPERANZA,WILLIAM YUBAU UWAK,AMAZONAS  ,MASCULINO
FRENTE ESPERANZA,LLENI REATEGUI NAVARRO,SAN MARTIN  ,FEMENINO
FRENTE ESPERANZA,ANIBAL GUILLERMO TUESTA SANCHEZ ,SAN MARTIN  ,MASCULINO
FRENTE ESPERANZA,EMMA PINEDO RAMIREZ,SAN MARTIN  ,FEMENINO
FRENTE ESPERANZA,GERSON DELGADO CHUJUTALLI ,SAN MARTIN  ,MASCULINO
FRENTE ESPERANZA,CESAR FELIX MARIN CACERES ,MOQUEGUA  ,MASCULINO
FRENTE ESPERANZA,CARLOS ALBERTO CHAVEZ LIENDO ,TACNA  ,MASCULINO
FRENTE ESPERANZA,ANIDA MARITZA CARIAPAZA QUISPE ,TACNA  ,FEMENINO
FRENTE ESPERANZA,JOSE EFRAIN MAZA BALLADARES ,TUMBES  ,MASCULINO
FRENTE ESPERANZA,MARIANELA YOJANA GONZALES FLORES ,TUMBES  ,FEMENINO
FRENTE ESPERANZA,ALAN JUNIOR QUEVEDO LOBATON ,TUMBES  ,MASCULINO
FRENTE ESPERANZA,RUBEN SEMINARIO LEON AZURIN ,ANCASH  ,MASCULINO
FRENTE ESPERANZA,EDUARDO ANTONIO CHAUCA MEJIA,LIMA  ,MASCULINO
FRENTE ESPERANZA,GALLARDO FAUSTO CHAVEZ AYALA,LIMA  ,MASCULINO
FRENTE ESPERANZA,MARY ROSA JACINTO GABRIEL ,ANCASH  ,FEMENINO
FRENTE ESPERANZA,CLEOFE MARITZA VERASTEGUI CORRALES,LIMA  ,FEMENINO
FRENTE ESPERANZA,ALBERTO RUBEN CORDERO NUÑEZ,LIMA  ,MASCULINO
FRENTE ESPERANZA,EDUARDO FREDDY AYALA SOLIS ,CALLAO  ,MASCULINO
FRENTE ESPERANZA,CARLOS RICARDO CUARESMA SANCHEZ,CUSCO  ,MASCULINO
FRENTE ESPERANZA,JUVENAL EDGAR SORIA ARANIBAR,ICA  ,MASCULINO
FRENTE ESPERANZA,LUCHO PINARES SOTO ,MADRE DE DIOS  ,MASCULINO
FRENTE ESPERANZA,VICTOR JUBER MOSCOSO TORRES,LIMA  ,MASCULINO
FRENTE ESPERANZA,GIMBERT EDILBERTO VALDIVIA CERVANTES,AREQUIPA  ,MASCULINO
FRENTE ESPERANZA,CARLOS ALBERTO JARA CORONADO ,PIURA  ,MASCULINO
FRENTE ESPERANZA,TITO ALEXANDER CARHUAMACA RODRIGUEZ,PIURA  ,MASCULINO
FRENTE ESPERANZA,LOURDES PAOLA ATO PANTA,PIURA  ,FEMENINO
FRENTE ESPERANZA,HUGO RODOFREDO RIVERA GARCIA,PIURA  ,MASCULINO
FRENTE ESPERANZA,ALDO ALONSO TAVARA CESPEDES ,PIURA  ,MASCULINO
FRENTE ESPERANZA,CARMEN NELLYDA NIZAMA GALVEZ ,PIURA  ,FEMENINO
FRENTE ESPERANZA,ROSA PASCUALA SERRA ALBURQUEQUE,CALLAO  ,FEMENINO
FRENTE ESPERANZA,MIRO TOLEDO GUTIERREZ,LIMA  ,MASCULINO
FRENTE ESPERANZA,JESSICA YANINA FALCON GARCIA,LIMA  ,FEMENINO
FRENTE ESPERANZA,JORGE LUIS MICALAY LOZANO,LIMA  ,MASCULINO
FRENTE ESPERANZA,GREGORIO DURAND AGUILAR ,LIMA  ,MASCULINO
FRENTE ESPERANZA,EVELYNE DENISSE BERAUN TORRES DE CHALA ,ICA  ,FEMENINO
FRENTE ESPERANZA,DIONICIA KETTY HILARIO PEDROZO,LIMA  ,FEMENINO
FRENTE ESPERANZA,ELIZABETH MARIA QUISPE SOLANO,ICA  ,FEMENINO
FRENTE ESPERANZA,CARMEN EDITH SAAVEDRA GARCIA,LIMA  ,FEMENINO
FRENTE ESPERANZA,JUAN CARLOS GUEVARA JIMENEZ,LIMA  ,MASCULINO
FRENTE ESPERANZA,ANA MARIA RUIZ RIVERA,AMAZONAS  ,FEMENINO
FRENTE ESPERANZA,HUGO VICTOR ROBLES DEL CASTILLO,LIMA  ,MASCULINO
FRENTE ESPERANZA,MARIO MARTIN PAREDES LOSTAUNAU,LIMA  ,MASCULINO
FRENTE ESPERANZA,VICTOR MANUEL ZEGARRA MUÑANTE,LIMA  ,MASCULINO
FRENTE ESPERANZA,MILAGROS MALENA GAMBOA MOQUILLAZA,LIMA  ,FEMENINO
FRENTE ESPERANZA,GIUSSEPPY NAPURI AGUILAR,LIMA  ,MASCULINO
FRENTE ESPERANZA,MONICA ITALA HINOJOSA PALOMINO,AREQUIPA  ,FEMENINO
FRENTE ESPERANZA,FLORA RIVERA YAULI ,LIMA LIMA ,FEMENINO
FRENTE ESPERANZA,GUSTAVO GUZMAN ROMERO IZAGUIRRE ,LIMA LIMA ,MASCULINO
FRENTE ESPERANZA,JOSE CARLOS CHENG PALOMINO,LIMA  ,MASCULINO
FRENTE ESPERANZA,WILLIAMS SMIT PRINCIPE SALVADOR,LIMA  ,MASCULINO
FRENTE ESPERANZA,ENOCH TEODORO SANCHEZ PRUDENCIO ,LIMA LIMA ,MASCULINO
FRENTE ESPERANZA,ISABEL ALVARADO DE SANCHEZ,LORETO  ,FEMENINO
FRENTE ESPERANZA,AMADO ANTONIO PEREZ VELASCO ,JUNIN  ,MASCULINO
FRENTE ESPERANZA,ANGEL DANIEL ALTAMIRANO PINEDO,ANCASH  ,MASCULINO
FRENTE ESPERANZA,JOSE DAVILA FASABI,LORETO  ,MASCULINO
FRENTE ESPERANZA,ALEJANDRO PINCHI RAMIREZ,LORETO  ,MASCULINO
FRENTE ESPERANZA,IRENE PINEDO VASQUEZ,LORETO  ,FEMENINO
FRENTE ESPERANZA,CESAR ENRIQUE TACZA MONTERO,JUNIN  ,MASCULINO
FRENTE ESPERANZA,TEODOLINDA PINO DE LA CRUZ,LIMA  ,FEMENINO
FRENTE ESPERANZA,JUANA NATIVIDAD AVELLANEDA SOTO,LIMA  ,FEMENINO
FRENTE ESPERANZA,ANDRES SABINO CARDENAS JESUS,LIMA  ,MASCULINO
FRENTE ESPERANZA,LUIS HERNANDO ESTEBAN DURAND ,JUNIN  ,MASCULINO
FRENTE ESPERANZA,ROSA ELENA MANDUJANO SERRANO ,JUNIN  ,FEMENINO
FRENTE ESPERANZA,JOSE DONATO ZORRILLA RODRIGUEZ,LIMA  ,MASCULINO
FRENTE ESPERANZA,SANDRA SOPLIN ROJAS,JUNIN  ,FEMENINO
FRENTE ESPERANZA,MIGUEL ANGEL ALFARO HUAMAN,ICA  ,MASCULINO
FRENTE ESPERANZA,YOLY JANINA MARTIN CASTILLO,LA LIBERTAD  ,FEMENINO
FRENTE ESPERANZA,JORGE ORLANDO CESPEDES LECCA,LA LIBERTAD  ,MASCULINO
FRENTE ESPERANZA,ANA ROSA MEDINA MENDOZA ,LA LIBERTAD  ,FEMENINO
FRENTE ESPERANZA,ISIDRO NARCIZO PRETELL ALVAREZ,LA LIBERTAD  ,MASCULINO
FRENTE ESPERANZA,ROY MELVIN BEJARANO RODRIGUEZ,LA LIBERTAD  ,MASCULINO
FRENTE ESPERANZA,ROSA CECILIA MURGA VENTURA,CAJAMARCA  ,FEMENINO
FRENTE ESPERANZA,ELMER JOSE ZELADA CANCINO,LIMA  ,MASCULINO
FRENTE ESPERANZA,LEOPOLDO JUVER FLORES GIL,LA LIBERTAD  ,MASCULINO
FRENTE ESPERANZA,MONICA JANETH PALMA CASTAÑEDA ,LA LIBERTAD  ,FEMENINO
FRENTE ESPERANZA,JOSE GILBERTO GUEVARA CESPEDES,LIMA  ,MASCULINO
