ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,INSTITUCION,CARGO,ANIO_INICIO,ANIO_FINAL
DEMOCRACIA DIRECTA,CONGRESISTA,GERARDINA,TORRES TOLEDO ,"ASOC.  DE VIVIENDA  ""MARIA MISIONERA""",PRESIDENTA,1996,1998
DEMOCRACIA DIRECTA,CONGRESISTA,GRIMALDO,CARBAJAL NOREÑA ,SUTECEEA,SECRETARIO GENERAL,2013,2014
DEMOCRACIA DIRECTA,CONGRESISTA,GRIMALDO,CARBAJAL NOREÑA ,SUTECEEA,SECTOR CONTROL Y FINANZAS,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,GUSTAVO ALEXANDER,FUERTES ZORRILLA ,COLEGIO DE ABOGADOS LIMA NORTE,MIEMBRO DEL TRIBUNAL DE HONOR,2013,2014
DEMOCRACIA DIRECTA,CONGRESISTA,HERNAN,DE LA CRUZ ENCISO,GOBERNACION DE LARCAY,GOBERNADOR,2003,2004
DEMOCRACIA DIRECTA,CONGRESISTA,HERNAN,DE LA CRUZ ENCISO,FEDERACION REGIONAL DE MINEROS ARTESANALES DE APURIMAC,PRESIDENTE,2012,2014
DEMOCRACIA DIRECTA,CONGRESISTA,HILDER EDUARDO,SILVANO AHUANARI,SUDUNAP DE IQUITOS ,SECRETARIO GENERAL ,2005,2007
DEMOCRACIA DIRECTA,CONGRESISTA,HILDER EDUARDO,SILVANO AHUANARI,FEDERACION NACIONAL DE DOCENTES UNIVERSITARIOS DEL PERU ,SECRETARIO DE ORGANIZACION ,2007,2009
DEMOCRACIA DIRECTA,CONGRESISTA,HUMPHREY,ZAVALLA NACION,FEDERACIÓN DE PERIODISTAS DEL PERÚ,SECRETARIO NACIONAL DE EMPRENDIMIENTO Y AUTOGESTIÓN EMPRESARIAL ,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,ILDIFONSO EXALTACION,GONZALES VILCA,FEDERACION DE PEQUEÑOS PRODUCTORES MINEROS Y MINEROS ARTESANALES DE AREQUIPA,SECRETARIO DE ORGANIZACION,2012,2014
DEMOCRACIA DIRECTA,CONGRESISTA,ILDIFONSO EXALTACION,GONZALES VILCA,ASOCIACION DE PRODUCTORES MINEROS JARDIN DEL SUR CARAVELI,PRESIDENTE,2014,2016
DEMOCRACIA DIRECTA,CONGRESISTA,ILIA SANDRA,ESPINOZA MANRIQUE DE LARA ,FEDERACION DE  ENFERMEROS  DE MINSA,SEC. PRENSA Y PROPAGANDA,2011,2013
DEMOCRACIA DIRECTA,CONGRESISTA,ILIA SANDRA,ESPINOZA MANRIQUE DE LARA ,SOCIEDAD PERUANA DE  ENFERMEROS ESP. EN CENTRO QUIRURGICO,SECRETARIA DEL CONSEJO DIRECTIVO,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,IRENE MARTHA,QUISPE TABOADA,FEDERACION DEPARTAMENTAL DE TRABAJADORES DEL CUSCO,PRESIDENTA ,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,IRENE MARTHA,QUISPE TABOADA,SINDICATO DE TRABAJADORES DE LA MUNICIPALIDAD PROVINCIAL DEL CUSCO,SECRETARIA GENERAL,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE,GROVAS GONZALES,SINDICATO UNICO DE TRABAJADORES EN LA EDUCACION - QUELLOUNO SUTEQ,SECRETARIO GENERAL,2008,2010
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE,GROVAS GONZALES,COMITE CENTRAL DE DEFENSA TERRITORIAL - QUELLOUNO  C.C.D.T.Q.,PRESIDENTE,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE,CELIZ VASQUEZ ,DISA CHOTA ,DIRECTOR GENERAL,2014,2015
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,COOP. SERV. MULT. ADULTO,PRESIDENTE CONS. ADM.,2011,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,ASOC. INTERNOS PROGRES. JUVENIL,ASESOR PROMOTOR,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JOVITA,REATEGUI CUMAPA,CENTRAL ÚNICA NACIONAL DE RONDAS CAMPESINAS - CUNARC PERÚ ,COORDINADORA REGIONAL DE LAS RONDAS CAMPESINAS DE LA REGION SAN MARTÍN,2010,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JULIO CESAR,MALDONADO ALBARRACIN,FRENTE AMPLIO VICTOR LARCO HERRERA,VICE PRESIDENTE,2011,2013
DEMOCRACIA DIRECTA,CONGRESISTA,JULIO CESAR,MALDONADO ALBARRACIN,RONDA URBANA,COORDINADOR GENERAL  ,1994,1994
DEMOCRACIA DIRECTA,CONGRESISTA,KETTY FLOR,CASTILLO PADILLA,ANFPP,COORDINADORA,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALBERTO,AYQUIPA ZELA,MUNICIPALIDAD PROVINCIAL DEL CUSCO,MIEMBRO DEL CCLP,2012,2013
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALBERTO,AYQUIPA ZELA,“FRENTE UNICO DE DEFENSA Y DESARROLLO DE LOS INTERESES DE LA ZONA NOR OCCIDENTAL,VICEPRESIDENTE,2014,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALBERTO,AYQUIPA ZELA,ILUSTRE COLEGIO DE ABOGADOS DEL CUSCO,DIRECTOR DE CONSULTORIA Y COMISIONES,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALONSO,BALVIN ÑAHUIS,COLEGIO ALTERNATIVO ATUSPARIA ,PRESIDENTE DEL CONSEJO ESTUDIANTIL ,2007,2007
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALONSO,BALVIN ÑAHUIS,FEDERACION DE ESTUDIANTES DEL PERU ,MIEMBRO DE LA C.O DEL XXVI CONGRESO  FEP,2009,2010
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ENRIQUE,GABRIEL SANTOS,INSTITUTO VIAL PROVINCIAL DANIEL CARRIÓN - PASCO,GERENTE GENERAL,2007,2008
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ENRIQUE,GABRIEL SANTOS,INSTITUTO VIAL PROVINCIAL PASCO,GERENTE GENERAL,2006,2007
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS LUCHO,ROJAS HUAMANI ,PAMPLONA ALTA,COMITE ELECTORAL,2014,2015
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS LUCHO,ROJAS HUAMANI ,PAMPLONA ALTA,SECREATARIO ACTAS,2014,2015
DEMOCRACIA DIRECTA,CONGRESISTA,MANUEL GODOFREDO,JIMENEZ CASTILLO,PARTIDO HUMANISTA PERUANO,CANDIDATO A LA ALCALDIA PROVINCIAL DE TUMBES,2015,2015
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA DEL ROSARIO,CUNIA PUTPAÑA,PARTIDO POLITICO DEMOCRACIA DIRECTA,SECRETARIA DE ASUNTOS ECONÓMICOS,2014,2015
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ISABEL,ESCOBAR MAMANI,P.J TUPAC AMARU,VICEPRESIDENTE,2008,2012
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ISABEL,ESCOBAR MAMANI,MUNICIPALIDAD DISTRITAL DE COCACHACRA,ORGANIZADOR DE EVENTOS AMBIENTALES,2012,2012
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ROSA,SANCHEZ JARANDILLA ,FEDEMIN SAP.,DIRIGENTE NACIONAL,2012,2013
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ROSA,SANCHEZ JARANDILLA ,CLUB DE LEONES ICA SUR,SOCIO,2008,2009
DEMOCRACIA DIRECTA,CONGRESISTA,MARIBEL,CARTAGENA DEL AGUILA,FEDERACIÓN DE ESTUDIANTES DE LA UNIVERSIDAD DE UCAYALI,SECRETARIA DE ASUNTOS UNIVERSITARIOS,2013,2015
DEMOCRACIA DIRECTA,CONGRESISTA,MARIBEL,CARTAGENA DEL AGUILA,FEDERACION DE ESTUDIANTES DEL PERU,SECRETARIA DE COMUNICACIONES,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,MARIBEL,CARTAGENA DEL AGUILA,MERCADO MINORISTA DE PUCALLPA,MIEMBRO,2015,2016
DEMOCRACIA DIRECTA,CONGRESISTA,MARIBEL,CARTAGENA DEL AGUILA,ASOCIACIÓN FEMENINA ESTUDIANTIL DEL PERU,SECRETARIA DE GÉNEROS Y DIVERSIDAD SEXUAL,2013,2015
DEMOCRACIA DIRECTA,CONGRESISTA,MARIBEL,CARTAGENA DEL AGUILA,FEDERACIÓN DE ESTUDIANTES DE LA REGIÓN DE UCAYALI,PRESIDENTA,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR ELIAS QUINTO,CARDENAS BARTRA ,COLEGIO DE INGENIEROS DEL PERU - CONSEJO DEPARTAMENTAL DE LIMA,MIEMBRO DE LA COMISION DE TRANSPORTES,2015,2015
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR REINERIO SEGUNDO,CARDENAS BARTRA,COMISIÓN EUROPEA - INADE,ASESOR EXTERNO. PLAN DES.,1999,2003
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR REINERIO SEGUNDO,CARDENAS BARTRA,GOBIERNO REGIONAL DE SAN MARTÍN,ASESOR EXTERNO DE G-R.S.M.,1979,1984
DEMOCRACIA DIRECTA,CONGRESISTA,PATRICIA AMALIA,YARIHUAMAN QUIROZ ,FEDERACION PERUANA DE JOVENES,PRESIDENTE,2012,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,RAUL,SANCHEZ MIRANDA,SUTEP - PROVINCIAL AREQUIPA,SECRETARIO DE ORGANIZACION,2012,2014
DEMOCRACIA DIRECTA,CONGRESISTA,RAUL,SANCHEZ MIRANDA,CENTRAL DE COOPERATIVA AGRARIAS CECOOPA,CONSEJO DE VIGILANCIA,2009,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,RICHARD HECTOR,BLANCO CLAROS,AJU-ZOTAC,PRESIDENTE,2013,2015
DEMOCRACIA DIRECTA,CONGRESISTA,RICHARD HECTOR,BLANCO CLAROS,AJU-ZOTAC,PRESIDENTE,2000,2002
DEMOCRACIA DIRECTA,CONGRESISTA,ROBERTO,INCHAUSTEGUI GONZALES ,PETROPERU,DIRECTOR HOSPITAL  DE CAMPO DE PETROPERU,1981,1985
DEMOCRACIA DIRECTA,CONGRESISTA,ROBERTO,INCHAUSTEGUI GONZALES ,MINISTERIO DE SALUD,JEFE PROG. MATERNO INFANTIL Y SERVICIOS PERIFERICOS,1985,1985
DEMOCRACIA DIRECTA,CONGRESISTA,ROSA LUZ,RAMIREZ PONCE ,AIED - ONG,PRESIDENTE EJECUTIVA,2009,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SANTIAGO,FLORES LOZA ,FEDERACION DE ASOC. DE VIV. COPACABANAPP. FAVICOPP,VICEPRESIDENTE,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SEGUNDINA RUFINA,VENTURA HINOSTROZA,MUNICIPALIDAD DISTRITAL DE TATE - ICA,PRESIDENTE COMITÉ AMBIENTAL LOCAL,2009,2011
DEMOCRACIA DIRECTA,CONGRESISTA,SILVIA CAROLINA,NOLE GARCIA,ISPP HNO. VICTORINO ELORZ GOICOECHEA SULLANA,PROFESORA - CESANTE,1992,2005
DEMOCRACIA DIRECTA,CONGRESISTA,TALIA ANTIA,VEGA SOLOGUREN ,SUTEP,SEC. NACIONAL DE ORIENTACION Y PROMOCION DE LA MUJER DOCENTE,1991,1992
DEMOCRACIA DIRECTA,CONGRESISTA,VLADIMIRO,DEL CASTILLO NARRO ,MOVIMIENTO AMPLIO DE RENOVACION CANTUTEÑA,PRESIDENTE,2010,2015
DEMOCRACIA DIRECTA,CONGRESISTA,WILLIAM JUNIOR,SANCHEZ TORRES ,FEDERACION NACIONAL DE OBREROS MUNICIPALES DEL PERU,SECRETARIA GENERAL DE RELACIONES PUBLICAS Y DE EXTERIORES,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,YDELSO,HERNANDEZ LLAMO,CENTRAL UNICA NACIONAL DE RONDAS CAMPESINAS DEL PERU - CUNARC ,PRESIDENTE ,2012,2015
DEMOCRACIA DIRECTA,CONGRESISTA,YSELA,GAVIDIA RACUA,ASENTAMIENTO HUMANO LOS CETICOS - CONO NORTE MADRE DE DIOS TAMBOPATA,VICE PRESIDENTA,2013,Actualidad
DEMOCRACIA DIRECTA,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ANDRES AVELINO,ALCANTARA PAREDES,ASOC. DE FONAVISTAS DE TRUJILLO,PRESIDENTE,1993,1996
DEMOCRACIA DIRECTA,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ANDRES AVELINO,ALCANTARA PAREDES,ASOC. NAC. DE FONAVISTAS DE LOS PUEBLOS DEL PERU,PRESIDENTE,1999,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,FENTRAHOGAR,SECRETARIA GENERAL,2013,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,CUT-PERU,SECRETARIA MIGRACIONES,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADOLFO LAURIANO,HORMAZA DEL CASTILLO,FUNDACION GUARDIANES DEL ARCO IRIS,PRESIDENTE,2002,2002
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADOLFO LAURIANO,HORMAZA DEL CASTILLO,ROTARY CLUB PUCALLPA,PRESIDENTE,2012,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADONAY,GUERRERO CACERES ,JUNTA VECINAL,PRESIDENTE|,2012,2014
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ALEX MANUEL,GALLARDO ZETA,S. DE  CONSTRUCCION CIVIL,SECRETARIO GENERAL,2008,2009
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANDINA,MARIACA PEÑA ,GOBIERNO REGIONAL DE ICA,PRESIDENTA DEL COMITE DE VIGILANCIA DEL PPR,2011,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANDINA,MARIACA PEÑA ,FEDESCH,VICEPRESIDENTA,2011,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,MOVIMIENTO DE TRABAJADORAS SEXUALES DEL PERU,PRESIDENTA,2009,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,AURELIO,CHOQUEHUANCA CONDORI,EMP. TRANSPORTE TOURS BBT,GERENTE,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,AURELIO,CHOQUEHUANCA CONDORI,CANTUR PERU,2° VICEPRESIDENTE,2009,2009
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BETSABETH,CORTEGANO CHOTA ,ASOC. DEL SECTOR FORESTAL DE LORETO,PRESIDENTA,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BRIGIDA,CURO BUSTINCIO,M. DISTRITAL MUJERES CAPACHICA,PRESIDENTA,2011,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BRIGIDA,CURO BUSTINCIO,ASOC. DEPARTAMENTAL MUJERES CAMPESINAS PERU,EJECUTIVA,2012,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS ANTONIO,HONORES YGLESIAS ,CALL TRUJILLO,DIRECTIVO COLEGIO DE ABOGADOS LA LIBERTAD,2000,2002
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS ANTONIO,HONORES YGLESIAS ,FAC. D. UNIV. NACIONAL DE TRUJILLO,DIRECTOR SECCION DE DERECHOS HUMANOS,2008,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS AURELIO,MORENO PABLO ,CENTRAL DE ORGANIZACIONES VECINALES DE SANTA ANITA,SECRETARIO DE DEFENSA ,1995,1998
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS AURELIO,MORENO PABLO ,FRENTE DE DEFENSA DE SANTA ANITA ,PRESIDENTE ,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS EMILIO,VIZCARRA VELAZCO,UNIV. CATOLICA DE STA MARIA,MIEMBRO DE ASAMBLEA UNIVERSITARIA,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS EMILIO,VIZCARRA VELAZCO,CUERPO MEDICO ANCASE,PRESIDENTE,2003,2004
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,DITMAR VICTOR,PEREZ SILVESTRE,C.P ALTO ZOTANI,AGENTE MUNICIPAL,2009,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDGAR ALONSO,RODRIGUEZ ZANABRIA,HOSP. NACIONAL RAMIRO PRIALE,PRESIDENTE CUERPO MEDICO,2011,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDGAR AMERICO,OCHOA PEZO ,ASOC. QOSQO MAKI,PRESIDENTE,2014,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDGAR AMERICO,OCHOA PEZO ,MESA CONCERTACION PARA LA LUCHA CONTRA LA POBREZA,COORDINADOR REGIONAL CUSCO,2011,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDILBERTO,CURRO LOPEZ,SUTEP PROVINCIAL AZANGARO,SECRETARIO GENERAL,2005,2008
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDILBERTO,CURRO LOPEZ,SUTEP REGIONAL PUNO,PRESIDENTE MESA DE DIALOGO,2012,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ELEMING LIZ,VALLE REY SANCHEZ ,CENTRO FEDERADO D. Y CP.,SEC. GENERAL,2003,2004
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EROTIDA ROSARIO,MORALES ALBERCA ,CENTRO FEDERADO DE PERIODISTAS DE LIMA,PRESIDENTE,2006,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EROTIDA ROSARIO,MORALES ALBERCA ,CENTRO FEDERADO DE PERIODISTAS DE LIMA,PRESIDENTE,2007,2008
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ESTHER,ALVAREZ ESTRADA ,FRENTE AMPLIO,COORDINADOR ADJUNTA FM. LM,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ESTHER,ALVAREZ ESTRADA ,URB. SANTA CATALINA,VOCAL JUNTA VECINAL 42,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,FLOR DE MARIA,GONZALES URIOLA ,CEN DEL SUTEP,SECRETARIA DE CULTURA,2008,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,FLOR DE MARIA,GONZALES URIOLA ,SUTE PROVINCIAL HUANCAYO,SECRETARIA GENERAL,2004,2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,GRETELL ESPERANZA,REBAZA ARAUJO ,UNIV. NACIONAL TRUJILLO,CONSEJERO FACULTAD,1983,1985
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,GRETELL ESPERANZA,REBAZA ARAUJO ,ASOC. ESCRITORAS DEL NORTE DEL PERU ADENTRUJILLO,SECRETARIA,2014,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,HERNANDO ISMAEL,CEVALLOS FLORES,COLEGIO MEDICO DE PIURA,DECANO,2000,2001
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,HERNANDO ISMAEL,CEVALLOS FLORES,FEDERACION MEDICA PIURA,PRESIDENTE,1999,2000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANEETH LILIANA,OTOYA BRAMON ,GRUPO IMPULSAR CONTRA EL RACISMO,COORDINACION,2003,2005
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANEETH LILIANA,OTOYA BRAMON ,MOVIMIENTO CULTURAL POR LA A. DE LA JUVENTUD BANIAL,COORDINADORA,1998,2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANNET URSULA,VELEZ RIVAS ,COORDINADORA DE COLEGIOS PROFESIONALES POR UNA SALUD SOSTENIBLE,PRESIDENTE,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANNET URSULA,VELEZ RIVAS ,COLEGIO MEDICO VETERINARIO DEL PERU,DECANA NACIONAL,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JAVIER,CASTRO ZAVALETA ,SIND. PESCADORES CHIMBOTE Y ANEXOS,SECRETARIO GENERAL,2009,2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JAVIER,FLORES SUCAPUCA ,ASOC. DE COMERCIANTES DE AMAZONAS,PRESIDENTE,2006,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JAVIER,CASTRO ZAVALETA ,CUT. PERU SECTORIAL PESQUERO,PRESIDENTE,2013,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS ARMIDA,HUERTA GONZALES ,SUTE XII SECTOR,SECRETARIA GENERAL,2000,2002
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS ARMIDA,HUERTA GONZALES ,ESCUELA PUBLICA,DIRIGENTE DE BASE,1984,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS AUREA,BERNUY NEIRA,ASOC. PRO CALLAO,SECRETARIA,2009,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS PERCY,BONILLA YARANGA,FED. MEDICA PERUANA,PRESIDENTE,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS PERCY,BONILLA YARANGA,ASOC. NAC. MEDICOS MINSA,PRESIDENTE,2011,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JHON KENNEDY,VEGA CARRASCAL,RONDAS CAMPESINAS,ASESOR LEGAL,2003,2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JHON KENNEDY,VEGA CARRASCAL,CNDDHH,ASESOR LEGAL,2009,2009
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ALFONSO,APARCANA ALFARO ,JUVENTUD AGRARIA RURAL CATOLICA JARC,COORDINADOR ZONAL,1986,1988
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ALFONSO,APARCANA ALFARO ,COORDINADOR NACIONAL DE RADIO CNR,COORDINADOR ZONA CENTRO,1990,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE FRANCISCO MARTIN,BACACORZO DIAZ,UNIV. SOCIALISTA DEL PERU JCM,DIRECTOR,2009,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE FRANCISCO MARTIN,BACACORZO DIAZ,UNIV. SOCIALISTA DEL PERU JCM,VICEPRESIDENTE USP JCM,2013,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN DIEGO,MOTTA VILLEGAS ,PRESIDENCIA COLEGIADA,ASAMBLEA NACIONAL DE LOS PUEBLOS DEL PERU Y EL TAHUANTINSUYO,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN DIEGO,MOTTA VILLEGAS ,FOPODDEC,SECRETARIO DE DEFENSA,2014,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN MANUEL,CASTILLO MORE,PETROLEOS DEL PERU,PDTE. COALICION DE SINDICATOS,2014,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN MANUEL,CASTILLO MORE,PETROLEOS DEL PERU S.A,MIEMBRO DEL DIRECTORIO,2011,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JULIO CESAR,BAZAN FIGUEROA ,SITENTEL,SECRETARIO GENERAL ,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JULIO CESAR,BAZAN FIGUEROA ,CUT - PERU ,PRESIDENTE,2012,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JULIO CESAR RICARDO,SAMANIEGO MONZON,Ilustre Colegio de Abogados de Madre de Dios,DECANO,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JULIO CESAR RICARDO,SAMANIEGO MONZON,Ilustre Colegio de Abogados de Madre de Dios,Decano,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUNNY JANET,YNOQUIO HERRERA ,FENTAP,SECRETARIA DE PRENSA Y PROPAGANDA,2005,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUNNY JANET,YNOQUIO HERRERA ,SUTESALIB,SECRETARIA ASISTENTE SOCIAL,2011,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,KATIA LUCIA,GILVONIO CONDEZO,PARTIDO SOCIALISTA,MILITANTE,2009,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LENIN ABRAHAM,CHECCO CHAUCA ,CONSEJO FACULTAD,TERCIO ESTUDIANTE,2001,2002
