ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,EMPLEADOR,CARGO,ANIO_INICIO,ANIO_FIN
ALIANZA POPULAR,CONGRESISTA,JAVIER RENATO,MORAN MORAN,MINISTERIO DEL INTERIOR,DIRECTOR DE GOBIERNO INTERIOR,2006,2007
ALIANZA POPULAR,CONGRESISTA,ELMER MIGUEL,HIDALGO MEDINA,POLICIA NACIONAL DEL PERU,DIRECTOR GENERAL,2009,2010
ALIANZA POPULAR,CONGRESISTA,ELMER MIGUEL,HIDALGO MEDINA,MINISTERIO DEL INTERIOR,MINISTERIO DE ESTADO,2010,2011
ALIANZA POPULAR,CONGRESISTA,ELMER MIGUEL,HIDALGO MEDINA,POLICIA NACIONAL DEL PERU,JEFE DIRANDRO,2007,2009
ALIANZA POPULAR,CONGRESISTA,JAVIER RENATO,MORAN MORAN,"MINISTERIO DE VIVIENDA, CONSTR. Y SAN. ",DIRECTOR ONACOSPI,2007,2008
ALIANZA POPULAR,CONGRESISTA,ELMER MIGUEL,HIDALGO MEDINA,POLICIA NACIONAL DEL PERU,JEFE IX DITEPOL AYACUCHO,2006,2006
ALIANZA POPULAR,CONGRESISTA,MARCIANO ANTONIO,VELASQUEZ OSCCO,FABRICANTE TEXTIL,PROPIETARIO - GERENTE GENERAL,1996,2016
ALIANZA POPULAR,CONGRESISTA,URSULA CECILIA,SILVA ALIAGA,ATIPAY INNOVACION PARA LA GESTION,CONSULTORA,2015,2015
ALIANZA POPULAR,CONGRESISTA,URSULA CECILIA,SILVA ALIAGA,MINISTERIO DE SALUD,ADMINISTRATIVO,2009,2009
ALIANZA POPULAR,CONGRESISTA,URSULA CECILIA,SILVA ALIAGA,SECRETARIA NACIONAL DE LA JUVENTUD,DIRECTORA DE INVESTIGACION,2009,2011
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,MUNICIPALIDAD DE LA VICTORIA,FUNCIONARIA COOPERATIVA TECNICA,2012,2012
ALIANZA POPULAR,CONGRESISTA,URSULA CECILIA,SILVA ALIAGA,MINISTERIO DE VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO,ADMINISTRATIVO,2008,2008
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,CONSILIUM S.A.C,GERENTE,2013,Actualidad
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,MUNICIPALIDAD DE LIMA,REGIDOR,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,PAUL ERWIN,PFLÜCKER FAVERON , PFLÜCKER FAVERON PAUL ERWIN,PRESENTACION DE SERVICIOS DE PERSONAL COACH,2012,Actualidad
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,ASOCIACION PERUANA JAPONESA,DIRECTOR DE RELACIONES INTERNACIONALES,2012,2014
ALIANZA POPULAR,CONGRESISTA,PAUL ERWIN,PFLÜCKER FAVERON ,BDD S.A.C.,RELACIONISTA PUBLICO,2000,2005
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,Universidad Ricardo Palma,Docente Contratado,2014,2015
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,Estudio De Pomar ,Titular de Estudio,1993,Actualidad
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,Universidad de Lima,Docente Contratado,2012,2015
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,Congreso de la Republica,Asesor,2006,2008
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,Municipalidad Distrital de San Juan de Miraflores,Asesor Juridico Externo,2009,2009
ALIANZA POPULAR,CONGRESISTA,DOYLE,ACOSTA BACA,EMPRESA DE SERVICIO DE LIMPIEZA MUNICIPAL PUBLICA DEL CALLAO,DIRECTOR,2014,Actualidad
ALIANZA POPULAR,CONGRESISTA,DOYLE,ACOSTA BACA,MUNICIPALIDAD PROVINCIAL DEL CALLAO,"GERENTE GENERAL DESARROLLO ECONÓMICO, LOCAL Y COMERCIALIZACION",2014,Actualidad
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,DIALOGO YSOLUCIONES SAC,GERENTE GENERAL,2011,2016
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,ESTUDIO DEL CASTILLO SCRL,GERENTE GENERAL,2012,2016
ALIANZA POPULAR,CONGRESISTA,JESSICA ARMIDA,VARGAS GOMEZ,Municipalidad Distrital de Barranco,Alcaldesa,2011,2014
ALIANZA POPULAR,CONGRESISTA,JESSICA ARMIDA,VARGAS GOMEZ,Municipalidad Distrital de San Borja,Jefe de Desarrollo Economico,2009,2009
ALIANZA POPULAR,CONGRESISTA,JESSICA ARMIDA,VARGAS GOMEZ,Municipalidad de Jesus Maria,Asesora de Alcaldia,2009,2009
ALIANZA POPULAR,CONGRESISTA,JESSICA ARMIDA,VARGAS GOMEZ,Municipalidad Distrital de San Borja,Gerente de Desarrollo Humano,2015,2016
ALIANZA POPULAR,CONGRESISTA,JESSICA ARMIDA,VARGAS GOMEZ,Municipalidad Distrital de Barranco,Gerente de Desarrollo Economico,2008,2008
ALIANZA POPULAR,CONGRESISTA,ARTURO ESDRAS,VALVERDE PASTOR ,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES. MIMP,PERIODISTA,2007,2007
ALIANZA POPULAR,CONGRESISTA,JAVIER RENATO,MORAN MORAN,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SAN. ",DIRECTOR DE PIMBP,2009,2011
ALIANZA POPULAR,CONGRESISTA,ELMER MIGUEL,HIDALGO MEDINA,DESARROLLO E INVERSION SOCIAL PERU SAC,GERENTE GENERAL,2012,2016
ALIANZA POPULAR,CONGRESISTA,PABLO ABEL,REYES CALDERON,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,GERENTE DE DESARROLLO HUMANO Y PARTICIPACION VECINAL,2008,2010
ALIANZA POPULAR,CONGRESISTA,PABLO ABEL,REYES CALDERON,MUNICIPALIDAD PROVINCIAL DEL CALLAO,COORDINADOR EN LA GERENCIA GENERAL DE ASENTAMIENTOS HUMANOS,2011,2014
ALIANZA POPULAR,CONGRESISTA,PABLO ABEL,REYES CALDERON,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,ENCARGADO DE IMAGEN INSTITUCIONAL,2006,2007
ALIANZA POPULAR,CONGRESISTA,PABLO ABEL,REYES CALDERON,FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL- FONCODES,APOYO ADMINISTRATIVO PARA LA GESTION DE NUCLEOS EJECUTORES,2010,2011
ALIANZA POPULAR,CONGRESISTA,PABLO ABEL,REYES CALDERON,EN LIMA METROPOLITANA,ASESOR DE SANEAMIENTO BASICO,2015,2016
ALIANZA POPULAR,CONGRESISTA,GRACIELA NORA,DIAZ DUEÑAS,EMPRESA EDUCACION SRL,COORDINADORA,2014,2015
ALIANZA POPULAR,CONGRESISTA,HUGO IVAN,POLO POLO,J.C. BERROSPI P.S.A. CONTRATISTAS GENERALES,GERENTE GENERAL,1986,1996
ALIANZA POPULAR,CONGRESISTA,HUGO IVAN,POLO POLO,TIXANI GRUPO MINERO SAC,GERENTE GENERAL,2015,2016
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Municipalidad Distrital de Villa El Salvador,Alcalde,2003,2006
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Municipalidad Metropolitana de Lima,Regidor Provincial,2014,2014
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,ECO CONSULTORIAS E INGENIERIA S.A.C.,Especialista en Gestion Municipal,2013,2014
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Municipalidad Distrital de Villa El Salvador,Alcalde,2007,2010
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,Ministerio de la Mujer,Jefa Regional del Prona,2006,2007
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,"Ministerio de Vivienda, Construcción y Saneamiento",Jefe Regional COFOPRI,2008,2009
ALIANZA POPULAR,CONGRESISTA,CARLOS ENRIQUE,CALDERON CARVAJAL,Ejercicio Libre de la Profesión,Abogado,1998,2016
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,Municipalidad Provincial de Trujillo,Sub Gerente de Registros Civiles ,2005,2006
ALIANZA POPULAR,CONGRESISTA,CARLOS ENRIQUE,CALDERON CARVAJAL,LEAEIN S.A.C.,Gerente General,2009,2016
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,Gobierno Regional de la Libertad,Gerente Regional de Vivienda,2009,2009
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,MUNICIPALIDAD DE LA VICTORIA,FUNCIONARIA PROMOCIÓN SOCIAL,2013,2014
ALIANZA POPULAR,CONGRESISTA,URSULA CECILIA,SILVA ALIAGA,UNIVERSIDAD DE SAN MARTÍN DE PORRES,PROFESORA,2015,2015
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,CONGRESO DE LA REPÚBLICA ,TÉCNICO PARLAMENTARIA,2011,2012
ALIANZA POPULAR,CONGRESISTA,JANE MARGARITA,COSAR CAMACHO,Ministerio de la Mujer y Poblaciones ,Abogada- Secretaria General,2012,2015
ALIANZA POPULAR,CONGRESISTA,JANE MARGARITA,COSAR CAMACHO,Ministerio de la Mujer y Poblaciones Vulnerables,Direccion de Fortalecimiento de las Familias- Directora,2012,2012
ALIANZA POPULAR,CONGRESISTA,JANE MARGARITA,COSAR CAMACHO,Ministerio de la Mujer y Poblaciones Vulnerables,Abogada,2012,2012
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,CASTRO STAGNARO & ASOCIADOS ABOGADOS S.A.,PRESIDENTE DIRECTORIO - ABOGADO,1979,Actualidad
ALIANZA POPULAR,CONGRESISTA,JANE MARGARITA,COSAR CAMACHO,Congreso de la Republica,Abogada Defensoria de la Mujer,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,PORTALIA S.A.,DIRECTOR - APODERADO,1999,Actualidad
ALIANZA POPULAR,CONGRESISTA,JANE MARGARITA,COSAR CAMACHO,Consejo Nacional de Integracion para la Persona Discapacitada,Presidente,2008,2008
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,Municipalidad Ditrital de Magdalena del Mar ,Director Municipal,1990,1990
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,ESTUDIO DE LA FUENTE RONDON,Abogado-Director,1988,Actualidad
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,Congreso de la Republica,Asesor,1990,1991
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,ESTUDIO DE LA FUENTE RONDON Y ABOGADOS S.A.C.,Gerente General,2008,Actualidad
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,Municipalidad Distrital de Jesus Maria,Procurador Publico,2007,2007
ALIANZA POPULAR,CONGRESISTA,CLAUDE MAURICE,MULDER BEDOYA ,NACIONES UNIDAS,OFICIAL ASUNTOS POLITICOS,1992,1995
ALIANZA POPULAR,CONGRESISTA,JAVIER ALBERTO,BARREDA JARA,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL,DOCENTE,2003,2006
ALIANZA POPULAR,CONGRESISTA,JAVIER ALBERTO,BARREDA JARA,ITAKA PERU CONSULTORES SAC,CONSULTOR INDEPENDIENTE,2011,2016
ALIANZA POPULAR,CONGRESISTA,MIGUEL DE LOS REYES,ROSAS SILVA,MINISTERIO DE AGRICULTURA - INRENA,Gerente General,2006,2008
ALIANZA POPULAR,CONGRESISTA,MIGUEL DE LOS REYES,ROSAS SILVA,MINISTERIO DE TRANSPORTES Y COMUNICACIONES,Coordinador,2008,2009
ALIANZA POPULAR,CONGRESISTA,MIGUEL DE LOS REYES,ROSAS SILVA,FONCODES,Director Ejecutivo,2008,2009
ALIANZA POPULAR,CONGRESISTA,LUIS ENRIQUE,RIOS GALDO,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN-ESSALUD,MEDICO-CIRUJANO ASISTENTE CIRUJIA,1986,2016
ALIANZA POPULAR,CONGRESISTA,LUIS ENRIQUE,RIOS GALDO,UNIVERSIDAD ALAS PERUANAS,PROFESOR TUTOR DE PRACTICAS,2009,2015
ALIANZA POPULAR,CONGRESISTA,LUIS ENRIQUE,RIOS GALDO,UNIVERSIDAD PARTICULAR INCA GARCILASO DE LA VEGA,PROFESOR TUTOR DE PRÁCTICAS,2011,2013
ALIANZA POPULAR,CONGRESISTA,MIGUEL DE LOS REYES,ROSAS SILVA,MINISTERIO DE AGRICULTURA,Director General Forestales,2009,2010
ALIANZA POPULAR,CONGRESISTA,CAROLINA MARIA,MC CALLOCK SILVA,Municipalidad Distrital de Barranco,Regidora distrital,2011,2014
ALIANZA POPULAR,CONGRESISTA,CAROLINA MARIA,MC CALLOCK SILVA,Tribunal Constitucional,Administrativo,2006,2009
ALIANZA POPULAR,CONGRESISTA,CAROLINA MARIA,MC CALLOCK SILVA,Municipalidad Distrital de San Juan de Miraflores,Asesora,2015,2016
ALIANZA POPULAR,CONGRESISTA,CAROLINA MARIA,MC CALLOCK SILVA,Municipalidad Distrital de Santiago de Surco,Asesora,2013,2014
ALIANZA POPULAR,CONGRESISTA,CAROLINA MARIA,MC CALLOCK SILVA,DEFONTANA PERU,Asesora,2010,2011
ALIANZA POPULAR,CONGRESISTA,MARCIANO ANTONIO,VELASQUEZ OSCCO,GALERIA COMERCIAL LA TORRE DE AMERICA Y OTRA,PROPIETARIO,2011,2016
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,ESTUDIO BEDOYA ABOGADOS SOC. COMERCIAL DE RESPO LIMITADA,ABOGADO,1968,Actualidad
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,CONGRESO DE LA REPUBLICA,CONGRESISTA ,2006,Actualidad
ALIANZA POPULAR,CONGRESISTA,DIEGO ARMANDO,MARCOS ARTEAGA,UNIVERSIDAD SAN MARTIN DE PORRES,DOCENTE,2015,2016
ALIANZA POPULAR,CONGRESISTA,ANDREA YOLANDA ANITA,LANATA DENTONE,NEW LEAF SAC,Asesora Legal,2012,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANDREA YOLANDA ANITA,LANATA DENTONE,Municipalidad Distrital de San Iisidro,Regidora,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANDREA YOLANDA ANITA,LANATA DENTONE,INTERNATIONAL COMMERLE COMPANY SAC,ASESORA LEGAL,2009,Actualidad
ALIANZA POPULAR,CONGRESISTA,DANIEL AURELIO,PARODI REVOREDO,MINISTERIO DE RELACIONES EXTERIORES,EDITOR,2013,2014
ALIANZA POPULAR,CONGRESISTA,DANIEL AURELIO,PARODI REVOREDO,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,DOCENTE,2004,2016
ALIANZA POPULAR,CONGRESISTA,DANIEL AURELIO,PARODI REVOREDO,UNIVERSIDAD SAN IGNACIO DE LOYOLA,DOCENTE,2006,2009
ALIANZA POPULAR,CONGRESISTA,DANIEL AURELIO,PARODI REVOREDO,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,DOCENTE,2006,2016
ALIANZA POPULAR,CONGRESISTA,ANDREA YOLANDA ANITA,LANATA DENTONE,KUMHO PROPERTIES,LEGAL,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANDREA YOLANDA ANITA,LANATA DENTONE,COMPAÑIA PROCESADORA DE ALCOHOLES Y DERIVADOS SAA,Asesora Legal,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,DIEGO ARMANDO,MARCOS ARTEAGA,MUNICIPALIDAD DE MAGDALENA,ASESOR,2015,2016
ALIANZA POPULAR,CONGRESISTA,CLAUDE MAURICE,MULDER BEDOYA ,DIARIO LA REPUBLICA,JEFE EDITORIAL / INT. ,1996,2001
ALIANZA POPULAR,CONGRESISTA,CLAUDE MAURICE,MULDER BEDOYA ,INSTITUTO DE RADIO Y TV,PRESIDENTE DEL DIRECTORIO,1989,1990
ALIANZA POPULAR,CONGRESISTA,CLAUDE MAURICE,MULDER BEDOYA ,EMPRESA EDITORA FUTURA S.A.,SUBDIRECTOR,1984,1990
ALIANZA POPULAR,CONGRESISTA,ANTONINA ROSARIO,SASIETA MORALES ,SASIETA ABOGADOS Y CONSULTORES,Abogada,1986,2016
ALIANZA POPULAR,CONGRESISTA,JOSE MARTIN,FORT BELLINA ,GANOLIFE SAC,GERENTE GENERAL,2013,2015
ALIANZA POPULAR,CONGRESISTA,JOSE MARTIN,FORT BELLINA ,SUPERINTENDENCIA DE BANCA Y SEGUROS SBS,ANALISTA DE UNIDAD DE INTELIGENCIA FINANCIERA,2011,2013
ALIANZA POPULAR,CONGRESISTA,LUCIANA MILAGROS,LEON ROMERO,Congreso de la República,"Asesora Comisión de la Mujer, Desarrollo Humano y Deportes",2002,2002
ALIANZA POPULAR,CONGRESISTA,JOSE MARTIN,FORT BELLINA ,CORPORACION COTEX S.A.,ASESOR LEGAL Y ADMINISTRADOR DE MARCAS,2007,2009
ALIANZA POPULAR,CONGRESISTA,ANDREA,VARGAS SORIA,MINISTERIO DE EDUCACION - MINEDU,ASESOR DIRECION DE LA DIRECCION FISICA Y DEPORTE,2015,2016
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,SANCHEZ MONTES DE OCA,Universidad Tecnologica del Peru,Docente,2012,2016
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,SANCHEZ MONTES DE OCA,Universidad Norbert Wiener,Docente,2013,2016
ALIANZA POPULAR,CONGRESISTA,VICTOR GERMAN,BOLUARTE MEDINA ,ESTUDIO JURIDICO VICTOR BALUARTE,ABOGADO,2011,2016
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,CONSULTORIO MEDICO ESPECIALIZADO,MEDICO OTORRINOLARINGOLOGO,2013,2016
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,HOSPITAL ANTONIO LORENA,MEDICO OTORRINOLARINGOLOGO,2013,2016
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,HOSPITAL NACIONAL ARZOBISPO LOAYZA,MEDICO OTORRINOLARINGOLOGO,2011,2012
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,HOSPITAL QUILLABAMBA MINISTERIO DE SALUD,MEDICO,1996,2001
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,HOSPITAL REGIONAL HONORIO DELGADO,MEDICO RESIDENTE,1993,1996
ALIANZA POPULAR,CONGRESISTA,ROBERTO CARLOS,LAIME SIVANA ,MUNICIPALIDAD PROVIMCIAL DE CHUMBUVILCAS,CONTADOR GENERAL,2015,2015
ALIANZA POPULAR,CONGRESISTA,ROBERTO CARLOS,LAIME SIVANA ,ASESORES CONTABLES A ENTIDADES PRIVADAS,ASESOR CONTABLE EXTERNO,2013,2014
ALIANZA POPULAR,CONGRESISTA,ROBERTO CARLOS,LAIME SIVANA ,MUNICIPALIDAD DISTRITAL DE COPORAQUE,LIQUIDADOR FINANCIERO,2012,2013
ALIANZA POPULAR,CONGRESISTA,ROBERTO CARLOS,LAIME SIVANA ,MUNICIPALIDAD DISTRITAL DE VELLILLE ,JEFE DE LOGISTICA,2010,2012
ALIANZA POPULAR,CONGRESISTA,ROBERTO CARLOS,LAIME SIVANA ,MUNICIPALIDAD DE ESPINAR,LIQUIDADOR FINANCIERO,2009,2010
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,COMPLEJO RECREACIONAL LA NOCHE,PROPIETARIO,2014,2015
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,EMPRESA INVERSIONES LA NOCHE,GERENTE GENERAL,2002,2014
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,NEGOCIACIONES DANYBAT TAPIA SAC,GERENTE DE MARKETING,2012,Actualidad
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,INVERSIONES TRP SAC,RESIDENTE DE OBRA Y PROYECTISTA,2007,2012
ALIANZA POPULAR,CONGRESISTA,MARIO FERNANDO,JERI KURIYAMA,FUNDO FRANCIA SA,ADMINISTRADOR ,2010,2012
ALIANZA POPULAR,CONGRESISTA,MARIO FERNANDO,JERI KURIYAMA,FUNDO FRANCIA SA ,ADMINISTRADOR,1985,2007
ALIANZA POPULAR,CONGRESISTA,MARIO FERNANDO,JERI KURIYAMA,MINISTERIO DEL INTERIOR OFICINA GENERAL DE DEFENSA,COMISIONARIO PARA LA PAZ Y EL DESARROLLO,2007,2010
ALIANZA POPULAR,CONGRESISTA,LESLIE KAREN,ANGULO PEREZ,FONCODES,FACILITADORA DE PROCESOS DE CAPACITACIÓN,2010,2011
ALIANZA POPULAR,CONGRESISTA,HERNAN ULISES,CADENILLAS LUNA,constructora e inmobiliaria heroluz EIRL,GERENTE GENERAL,2006,2015
