ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,EMPLEADOR,CARGO,ANIO_INICIO,ANIO_FIN
FUERZA POPULAR,CONGRESISTA,MODESTO,FIGUEROA MINAYA ,Proveedora del Sur EIRL,Gerente,1994,2016
FUERZA POPULAR,CONGRESISTA,MODESTO,FIGUEROA MINAYA ,Corporación Grifera SAC,Gerente,2008,2016
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Empresa de Mercados Mayoristas Sociedad Anónima (EMMSA),Empleado,1973,2001
FUERZA POPULAR,CONGRESISTA,MARIO FIDEL,MANTILLA MEDINA ,Profesional Abogado Independiente,Abogado,1989,2016
FUERZA POPULAR,CONGRESISTA,MARIO FIDEL,MANTILLA MEDINA ,Gobierno Regional de Moquegua,Director de Asesoría Jurídica,2015,2015
FUERZA POPULAR,CONGRESISTA,CLAYTON FLAVIO,GALVAN VENTO,"RESTAURANTE TURÍSTICO ""LA JUNGLA""",ADMINISTRADOR,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,ROY ERNESTO,VENTURA ANGEL,SERVICIOS DE CONSTRUCCIÓN MINEROS DEL CENTRO,ADMINISTRADOR UNIDAD MINERA,2010,2011
FUERZA POPULAR,CONGRESISTA,ROY ERNESTO,VENTURA ANGEL,EMPRESA MUNICIPALIDAD ADMINISTRADORA DE PEAJES DE LIMA,JEFE DE TRANSPORTES,2013,2014
FUERZA POPULAR,CONGRESISTA,ROY ERNESTO,VENTURA ANGEL,MUNICIPALIDAD PROVINCIALDE HUAMANGA,SUB GERENTE DE TRANSPORTES,2011,2013
FUERZA POPULAR,CONGRESISTA,ROY ERNESTO,VENTURA ANGEL,CORPORACIÓN PERUANA DE INGENIEROS DE TRANSPORTES ,COORDINADOR DE PROYECTOS,2015,2015
FUERZA POPULAR,CONGRESISTA,ROY ERNESTO,VENTURA ANGEL,MUNICIPALIDAD PROVINCIAL DE PIURA,ASISTENTE TÉCNICO DE LA GERENCIA TERRITORIAL Y  DE TRANSPORTES,2009,2009
FUERZA POPULAR,CONGRESISTA,ELLA LAURA PILAR,SOTO CHOQUE,Instituto Nacional de Estadistica e Informatica,Aplicador Encuestador,2014,2014
FUERZA POPULAR,CONGRESISTA,ELLA LAURA PILAR,SOTO CHOQUE,U.G.E.L. Oxapampa,Secretaria C.R.E.D. Villa Rica,2015,2015
FUERZA POPULAR,CONGRESISTA,ELLA LAURA PILAR,SOTO CHOQUE,"Servicios Graficos ""Imprenta Simon""",Secretaria Administrativa,2012,2012
FUERZA POPULAR,CONGRESISTA,ELLA LAURA PILAR,SOTO CHOQUE,Instituto Nacional de Estadistica E Informatica INEI,Aplicador Encuestador,2014,2014
FUERZA POPULAR,CONGRESISTA,ELLA LAURA PILAR,SOTO CHOQUE,"Salon de Villar ""Chila""",Administradora,2013,2014
FUERZA POPULAR,CONGRESISTA,JUAN MANUEL,ALARCON ATO ,"Centro de Salud I-4 ""Los Algarrobos""",Medico,1994,2016
FUERZA POPULAR,CONGRESISTA,FREDDY FERNANDO,SARMIENTO BETANCOURT ,Consultor de Proyectos de Ingenieria,Consultor,2005,2011
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,Fundacion Cardio Infantil,Miembro del Directorio,2003,Actualidad
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,Congreso de la Republica,Congresista de la Republica,2011,2016
FUERZA POPULAR,CONGRESISTA,FREDDY FERNANDO,SARMIENTO BETANCOURT ,Universidad de Piura - UDEP,Docente de Maestria,2008,2010
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,Biz Street,Gerente Adminstrativo,2002,2005
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,ONG Tierra y Ser,Directora de Proyectos Especiales,2007,2011
FUERZA POPULAR,CONGRESISTA,FREDDY FERNANDO,SARMIENTO BETANCOURT ,Conservera Garrido SAC,Gerente de Operaciones,1988,2000
FUERZA POPULAR,CONGRESISTA,FREDDY FERNANDO,SARMIENTO BETANCOURT ,Congreso de la Republica,Congresista de la Republica,2011,2016
FUERZA POPULAR,CONGRESISTA,KARLA MELISSA,SCHAEFER CUCULIZA ,Vivir Creciendo,Lider de Gestion,2007,2007
FUERZA POPULAR,CONGRESISTA,FREDDY FERNANDO,SARMIENTO BETANCOURT ,Agroindustrial Paramonga SAC,Gerente General,2001,2005
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Centro Agropecuario Ecológico Casaya,Administrador,2015,2016
FUERZA POPULAR,CONGRESISTA,MARTIRES,LIZANA SANTOS ,Pemar Porcuya SAC,Gerente,2015,2016
FUERZA POPULAR,CONGRESISTA,CARLOS AMADEO,SAMANIEGO FIGALLO,SUB REGION LUCIANO CASTILLO COLONNA,JEFE DE LA OFICINA DE LA COORDINACION TECNICA Y PROMOCION DESCENTRALIZADA DE AYABACA,2013,2014
FUERZA POPULAR,CONGRESISTA,CARLOS AMADEO,SAMANIEGO FIGALLO,MUNICIPALIDAD PROVINCIAL DE SULLANA,SUB GERENCIA DE PROMOCION ECONOMICA,2012,2012
FUERZA POPULAR,CONGRESISTA,FRANCISCO ENRIQUE HUGO,PETROZZI FRANCO ,Universidad of Western Ontario,Profesor de la Facultad de Música,1994,1996
FUERZA POPULAR,CONGRESISTA,KENJI GERARDO,FUJIMORI HIGUCHI ,Servicio de Seguridad Integral SAC,Responsable de Área de Ventas y Marketing,2009,2011
FUERZA POPULAR,CONGRESISTA,KENJI GERARDO,FUJIMORI HIGUCHI ,Limandina,Accionista - Director,2010,2011
FUERZA POPULAR,CONGRESISTA,KENJI GERARDO,FUJIMORI HIGUCHI ,Mak Force SAC,Gerente General,2008,2011
FUERZA POPULAR,CONGRESISTA,FRANCISCO ENRIQUE HUGO,PETROZZI FRANCO ,Opera Arzobispal de Passau,Tenor Solista,1996,1997
FUERZA POPULAR,CONGRESISTA,CARLOS MARIO DEL CARMEN,TUBINO ARIAS SCHREIBER ,MARINA DE GUERRA DEL PERU,OFICIAL DE LA MARINA,1969,2004
FUERZA POPULAR,CONGRESISTA,FRANCISCO ENRIQUE HUGO,PETROZZI FRANCO ,Radio Televisión  Peruana  Canal 7,Animador y Productor de Programas,1992,1994
FUERZA POPULAR,CONGRESISTA,CARLOS MARIO DEL CARMEN,TUBINO ARIAS SCHREIBER ,MINISTERIO DE DEFENSA,INSPECTOR GENERAL,2008,2010
FUERZA POPULAR,CONGRESISTA,CARLOS MARIO DEL CARMEN,TUBINO ARIAS SCHREIBER ,COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,COORDINADOR DEL PLAN DE IMPACTO RAPIDO,2007,2007
FUERZA POPULAR,CONGRESISTA,LUIS ENRIQUE,OTOYA TRELLES,OTOYA Y ASOCIADOS S.A.C. ,PRESIDENTE ,1991,Actualidad
FUERZA POPULAR,CONGRESISTA,LUIS ENRIQUE,OTOYA TRELLES,GCG PERU S.A.C. ,DIRECTOR GERENTE ,1999,2010
FUERZA POPULAR,CONGRESISTA,LUIS ENRIQUE,OTOYA TRELLES,INTERCOM DE PUBLICIDAD S.A,DIRECTOR GERENTE ,1979,1991
FUERZA POPULAR,CONGRESISTA,LUIS ENRIQUE,OTOYA TRELLES,MAC. CANN ERICKSON ,JEFE DE MEDIOS ,1977,1979
FUERZA POPULAR,CONGRESISTA,LUIS ENRIQUE,OTOYA TRELLES,ALEGRE Y ASOCIADOS S.A.,ANALISTA ESTADÍSTICO ,1974,1976
FUERZA POPULAR,CONGRESISTA,KENJI GERARDO,FUJIMORI HIGUCHI ,LIMASA,Accionista - Director,2010,2011
FUERZA POPULAR,CONGRESISTA,FELIPE BENIGNO,REINOSO CERVANTES,BRIDGE ACADEMY CHARTER SCHOOL,DIRECTOR - FUNDADOR,1997,2007
FUERZA POPULAR,PRESIDENTE DE LA REPUBLICA,KEIKO SOFIA,FUJIMORI HIGUCHI,Summit Products SAC,Accionista / Desarrollo de Productos,2001,2008
FUERZA POPULAR,PRESIDENTE DE LA REPUBLICA,KEIKO SOFIA,FUJIMORI HIGUCHI,Partido Político Fuerza Popular,Presidenta,2013,Actualidad
FUERZA POPULAR,PRESIDENTE DE LA REPUBLICA,KEIKO SOFIA,FUJIMORI HIGUCHI,Congreso de la República,Congresista,2006,2011
FUERZA POPULAR,PRESIDENTE DE LA REPUBLICA,KEIKO SOFIA,FUJIMORI HIGUCHI,Oportunidades Instituto para el Desarrollo,Presidenta,2011,Actualidad
FUERZA POPULAR,PRESIDENTE DE LA REPUBLICA,KEIKO SOFIA,FUJIMORI HIGUCHI,Fundación Peruana Cardioinfantil,Presidenta,1996,2006
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,Banco Central de Reserva del Perú,Director,2006,2011
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,Graña y Montero S. A. A.,Director,2006,2015
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,Agrokasa Holding S. A.,Director,2012,Actualidad
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,Corporación Drokasa S. A.,Director,1995,2015
FUERZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE,CHLIMPER ACKERMAN,Sociedad Agrícola Drokasa S. A.,Presidente del Directorio,1996,Actualidad
FUERZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,VLADIMIRO,HUAROC PORTOCARRERO,Presidencia del Consejo de Ministros - ONDS,Jefe de la Oficina Nacional de Diálogo y Sostenibilidad,2012,2014
FUERZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,VLADIMIRO,HUAROC PORTOCARRERO,Defensoría del Pueblo,Asesor de Despacho / Director PPPAV,1996,2000
FUERZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,VLADIMIRO,HUAROC PORTOCARRERO,Consultor independiente,Consultor / Asesor,2015,2016
FUERZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,VLADIMIRO,HUAROC PORTOCARRERO,Centro de Planeamiento Estratégico - CEPLAN,Miembro del Consejo Directivo,2010,Actualidad
FUERZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,VLADIMIRO,HUAROC PORTOCARRERO,Gobierno Regional de Junín,Presidente / Gobernador,2007,2010
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LINO,HUAMANI AYALA,ARTESANIAS SANKAY DEL LAGO EIRL,PROPIETARIO GERENTE,2010,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LINO,HUAMANI AYALA,MUNICIPALIDAD PROVINCIAL DE ESPINAR , SERVICIO DE CAPACITACIÓN  PROCOMPITE,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LINO,HUAMANI AYALA,ARTESANIA SANKAY PUNO EIRL,PROPIETARIO GERENTE,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LINO,HUAMANI AYALA,COORDINADORA RURAL PROYECTO ARTESANIA - FONDO EMPLEO,RESPONSABLE DEL AREA DE TECNOLOGÍA PRODUCTIVA  DEL PROYECTO,2010,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LINO,HUAMANI AYALA,"Proyecto Artesanía – DIRCETUR GOBIERNO REGIONAL PUNO,",COORDINADOR TECNICO,2013,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ADDY BENILDA,MAMANI MAMANI,PERSONA NATURAL CON NEGOCIO,PERSONA NATURAL CON NEGOCIO,2012,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROGER AUGUSTO,FLOREZ QUISPE,CRIA DE GANADO,CRIADOR DE CAMELIDOS SUDAMERICANOS,2011,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ABAD,VARGAS ORTEGA,UNIVERSIDAD NACIONAL DEL ALTIPLANO,TRIBUTARISTA/ESTADISTICO/ABOGADO DE ASESORIA JURIDICA,2007,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ABAD,VARGAS ORTEGA,UNIVERSIDAD NACIONAL DEL ALTIPLANO,DOCENTE DE LA ESCUELA DE POST GRADO ,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ABAD,VARGAS ORTEGA,UNIVERSIDAD PRIVADA SAN CARLOS,DOCENTE CONTRTADO A TIEMPO PARCIAL,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,DOMITILA GINA,SILVA DE CASTILLO,"BOTICA ""SECHIN FARMA""",DIRECTOR TÉCNICO,2012,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,ESPIRITU CAVERO,UNIVERSIDAD CESAR VALLEJO,DOCENTE/BIOLOGO,2004,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,ESPIRITU CAVERO,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,DOCENTE/BIOLOGO,1971,1973
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,ESTACION DE SERVICIOS MORALES E.I.R.L,ATENCIÓN AL CLIENTE,2013,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,MULTISERVICIOS GILDA,MARKETING POR INTERNET,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,ESPIRITU CAVERO,UNIVERSIDAD NACIONAL DE SAN MARTIN,DOCENTE/BIOLOGO,1981,2003
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,EDITORIAL SABE USTED DE LIBROS,EJECUTIVO DE VENTAS,2009,2010
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,RIO HUALLAGA HOTEL & BUSINESS CENTER,GUIA TURISTICO,2011,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,INSTITUTO NACIONAL ESTADÍSTICA E INFORMÁTICA(INEI),APLICADOR DE CENSO,2008,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,ESPIRITU CAVERO,UNIVERSIDAD NACIONAL AUTÓNOMA DE ALTO MAYO,DOCENTE/BIOLOGO,2015,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,ESPIRITU CAVERO,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,DOCENTE BIOLOGO,1973,1980
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CAROLINA,VALERA VALLES,0308,DOCENTE DE AULA,1989,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,GERARDO BAYARDO,BLAS MIRANDA,INSTITUCIÓN EDUCATIVA Nº 88156 SAN AGUSTÍN,DOCENTE,1989,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SANTOS EDILBERTO,AVALOS AURORA,I.E. Nº 88066,DIRECTOR,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEANDRO AFRADE,CERNA HERRERA,CEBA REPUBLICA ARGENTINA-NUEVO CHIMBOTE,PROFESOR DE AULA,2001,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEANDRO AFRADE,CERNA HERRERA,INSTITUCIÓN EDUCATIVA REPÚBLICA ARGENTINA,PROFESOR DE AULA,2001,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LORENA YALU,ELIAS AYAY,Universidad Antonio Ruiz de Montoya,Asistente de secretarìa general,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAULA HONORIA,O'HIGGINS LUYO,IMAGENES MEDICAS RADIOLOGICAS ESPECIALIZADAS E.I.R.L,APOYO ADMINISTRATIVO,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ARMANDO FABIO,ESPICHAN GUTIERREZ,ESTUDIO JURÍDICO ESPICHAN,ABOGADO,2005,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CHRISTIAN ARMANDO P,VALDIVIA STAVRIANOS,Red Aduanera Sac,Agente de aduana,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ALBERTO,COLICHON ORTIZ,Naviera Trans Gas,Oficial de Puente y Navegacion,2008,2009
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ALBERTO,COLICHON ORTIZ,Empresa Tecnologica de Alimentos,Capitan de Navegacion,2008,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ALBERTO,COLICHON ORTIZ,Naviera Santa,Oficial de Puente y Navegacion,1987,1990
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ALBERTO,COLICHON ORTIZ,Naviera Humbolt,Oficial de Puente y Navegacion,1983,1986
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ALBERTO,COLICHON ORTIZ,Naviera Universal,San Isidro,1991,1993
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ADERVALO,VELASQUEZ TENAZOA,Direccion Reguinonal Agraria,Tecnico Extencionista,1974,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LILA YSABEL,DEL AGUILA SORIA DE PRINCE,SWISS FINANCIAL  CORPORATION SAC.,SUPERVISOR ,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HARLEY,DIAZ GUERRA,Maquinarias Industriales y asesoramiento Electromecanico EIRL,Gerente,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA ELENA,PONCE DE GARCIA,Unidad de Servicio Local UGEL-HY.,Especialista de Educación Primaria,2011,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA ELENA,PONCE DE GARCIA,Unidad de Gesíón Educativa,Especialista de Tutoría Orientación Educativa,2005,2005
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA ELENA,PONCE DE GARCIA,"Institucion Educativa Nº 88114 ""SAN MARTÌN DE PORRAS""",Profesora de aula,2006,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALCIBIADES,PINTO MELENDEZ,Direccion Regional de Defensa Civil-Apurimac,Director Regional,2012,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA,GUTIERREZ DELGADO,Congreso de la Republica,tecnico administrativo,1981,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALIPIO,YANQUI ALEJO,ricardo arbaiza fernandez ,asistente personal,2004,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALIPIO,YANQUI ALEJO,mundo de la madera sac,jefe de planta,2012,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALAN JOEL,TAPIA ROBLES,ESTACIÓN WARI,LOCUTOR,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ALAN JOEL,TAPIA ROBLES,DIARIO JUDICIAL LA VOZ DE AYACUCHO,COORDINADOR SECCIÓN NOTAS JUDICIALES,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO,LEANDRO MELGAR,COMERCIO Y VENTAS,VENDEDORA,2010,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FIDELIA JACQUELINE,LEIVA ALCALDE,Centro de Salud Magna Vallejo,Enfermera Asistencial,2012,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FIDELIA JACQUELINE,LEIVA ALCALDE,INCAP-Jorge Basadre,Enfermera de Campo,1991,1992
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO,ALAYO MARIÑOS,Inst. Superior Tecnológico Privado ESEMIR,Asistente Gerencia,2013,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO,ALAYO MARIÑOS,Inst. Universitaria Ciencia y Tecnologia,Docente,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ANA MARIA,BUENO ABANTO,Inst. San Ramon-Cajamarca,Profesora,2014,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA DE LA CRUZ,ABANTO URBINA,Estudio Contable Ortiz  EIRL,Técnica Contable,2008,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE LUIS,BARBOZA GAYOSO,Consultorio Privavo,Medico Veterinario,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE LUIS,BARBOZA GAYOSO,Municipalidad Dostriatl fde Hualgayoc,Gerente de Desarrollo Económico y Social,2007,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE LUIS,BARBOZA GAYOSO,PRONAMACHS,Técnico de Campo,2000,2004
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE LUIS,BARBOZA GAYOSO,PROVIAS,Técnico de Campo,1991,1999
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDGAR ADAN,SUPO PAZ,ADANSS  CORPORATION ,GERENTE,2013,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDGAR ADAN,SUPO PAZ,ADANSS SERVICES,GERENTE,2008,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDGAR ADAN,SUPO PAZ,AZUL KABUSHIKI GAISHA,EMPLEADO,2006,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDGAR ADAN,SUPO PAZ,ADANSS CORPORATIÓN E.I.R.L.,GERENTE,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIA MARIA,RONDAN FARFAN,MUNICIPALIDAD PROVINCIAL DEL CUSCO,COORDINADORA DE COMPONENTE,2012,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIA MARIA,RONDAN FARFAN,MINISTERIO DE EDUCACIÓN. UGEL PARURO. ACCHA,DOCENTE,2014,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIA MARIA,RONDAN FARFAN,I S P P SANTA ROSA DE CUSCO,DOCENTE,2012,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIA MARIA,RONDAN FARFAN,MUNICIPALIDAD DISTRITAL DE ACCHA. PARURO,COORDINADORA DE PROYECTO EDUCATIVO,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIA MARIA,RONDAN FARFAN,"AGENCIA DE VIAJES ""MYSTIC LANDS PERÚ""",GERENTE GENERAL,2010,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO CESAR,CAIRA MACEDO,CONSULTORIA PARTICULAR,ABOGADO,2010,2010
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO CESAR,CAIRA MACEDO,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,PROCURADOR PUBLICO MUNICIPAL,2011,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO CESAR,CAIRA MACEDO,UNIDAD DE GESTIÓN EDUCATIVA QUISPICANCHI,ASESOR JURÍDICO,2004,2006
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO CESAR,CAIRA MACEDO,MUNICIPALIDAD DISTRITAL DE QUIQUIJANA,ASESOR JURÍDICO EXTERNO,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONOR,SAIRE MARCAVILLACA VDA DE ROJAS,DIRESA CUSCO. RED DE SERVICIOS DE SALUD. CUSCO NORTE,Técnica sanitaria,1990,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,DEL CASTILLO ALATRISTA,CONGRESO DE LA REPÚBLICA,Asesor Despacho Congresista Rubén Coa,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,DEL CASTILLO ALATRISTA,CONGRESO DE LA REPÚBLICA,Asesor Despacho Congresista Rubén Coa,2011,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,DEL CASTILLO ALATRISTA,CONGRESO DE LA REPÚBLICA,Asesor Congresistas Juana Huancahuari y María Sumire,2007,2010
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,DEL CASTILLO ALATRISTA,CONGRESO DE LA REPÚBLICA,Asesor Comisión Energía y Minas,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,DEL CASTILLO ALATRISTA,Estudio Jurídico Alatrista Asociados,Asesor externo Scotiabank Cusco,2011,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HECTOR,GUILLEN VALENCIA,IE RAÚL PORRAS BARRENECHEA,DIRECTOR,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HECTOR,GUILLEN VALENCIA,IE MICAELA BASTIDAS PUYUCAWA,DIRECTOR,2002,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HECTOR,GUILLEN VALENCIA,IE ANDRES AVELINO CACERES,DIRECTOR ENCARGADO,1995,2001
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HECTOR,GUILLEN VALENCIA,IE RAMON CASTILLA MARQUESADO,PROFESOR POR HORAS,1993,1993
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDDA IMELDA,LOPEZ VERGARA,I. E. INICIAL 107,PROFESORA DE EDUCACION INICIAL ,1984,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,NORMA,URBINA HUAMAN,IE 7091 Republica del Peru,Docente,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,NORMA,URBINA HUAMAN,IE 7240 Jesus de Nazareth ,Docente,2013,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,NORMA,URBINA HUAMAN,I.E. 7091 Republica del Peru ,Docente,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,NORMA,URBINA HUAMAN,IE 6069 Pachacutec,Docente,2012,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR RAUL,GUTIERREZ CUENTAS,Distribuciones Gutierrez,Representante Directo,2005,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ARISTIDES,GUERRA URRUCHI,A&V CONTRATISTAS GENERALES S.A.C.,GERENTE  GENERAL ,2006,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MERCEDES,DURAN ARTETA,WAWAWASI CALICANTO,COORDINADORA,2004,2005
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MERCEDES,DURAN ARTETA,COMERCIANTE - AGRICULTORA,VENDEDORA-AGRICULTORA,1984,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONARDO,BASILIO VENTURA,BestCable tv 3,Productor General-Consesion,2004,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JYOMAR YUNIOR,FAUSTINO TOLENTINO,MUNICIPALIDAD DISTRITAL DEMARIANO DAMASOBERAUN-LAS PALMAS,PERSONAL ADMINISTRATIVO OFICINA GERENCIA DESARROLLO LOCAL,2011,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JYOMAR YUNIOR,FAUSTINO TOLENTINO,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,PERSONAL ADMINISTRATIVO ALMACEN,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JYOMAR YUNIOR,FAUSTINO TOLENTINO,MUNICIPALIDAD PROVINCIAL DE PACHITEA,JEFE DE DESARROLLO PRODUCTIVO,2011,2011
