ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,AMBITO,NOMBRE_CARGO,ANIO_INICIO,ANIO_FINAL
DEMOCRACIA DIRECTA,CONGRESISTA,FREDDY,MERMA DAMIAN ,PROVINCIAL,COORDINADOR DE COMITE,2010,2014
DEMOCRACIA DIRECTA,CONGRESISTA,FREDDY,MERMA DAMIAN ,PROVINCIAL,COORDINADOR DE COMITE,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,GUIDALTE,ZAVALA RIVERA,NACIONAL,TESORERO,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,GUIDALTE,ZAVALA RIVERA,NACIONAL,SECRETARIO DE ORGANIZACION,2011,2011
DEMOCRACIA DIRECTA,CONGRESISTA,HERNAN,DE LA CRUZ ENCISO,REGIONAL,SECRETARIO DE IDEOLOGIA Y DOCTRINA,2006,2015
DEMOCRACIA DIRECTA,CONGRESISTA,HILDER EDUARDO,SILVANO AHUANARI,REGIONAL,SECRETARIO GENERAL,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,ILIA SANDRA,ESPINOZA MANRIQUE DE LARA ,DISTRITAL,SEC. GENERAL DE BASE,2011,2015
DEMOCRACIA DIRECTA,CONGRESISTA,JACKELINE NATALIE,ALVAREZ PAREDES ,NACIONAL,SECRETARIA DE ASUNTOS ELECTORALES,2011,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE DEMETRIO,QUIÑONES COLCHADO ,NACIONAL,COMISION POLITICA,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE DEMETRIO,QUIÑONES COLCHADO ,REGIONAL,SECRETARIO GENERAL - LIMA,2008,2010
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,PROVINCIAL,REGIDOR,1987,1989
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MIGUEL ANGEL,CORTEZ VIGO,NACIONAL,TESORERO SUPLENTE,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE VICENTE,GARCIA CASTILLO,REGIONAL,SECRETARIO GENERAL ,2008,2012
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE VICENTE,GARCIA CASTILLO,REGIONAL,COORDINADOR REGIONAL,2012,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JULIO CESAR,MALDONADO ALBARRACIN,PROVINCIAL,SECRETARIO PROVINCIAL,2003,2005
DEMOCRACIA DIRECTA,CONGRESISTA,JULIO CESAR,MALDONADO ALBARRACIN,REGIONAL,COORDINADOR REGIONAL,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,JULIO CESAR,MALDONADO ALBARRACIN,DISTRITAL,SECRETARIO DISTRITAL,2001,2003
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA DEL ROSARIO,CUNIA PUTPAÑA,REGIONAL,DIRIGENTE REGIONAL DEL PARTIDO NACIONALISTA,2011,2013
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ROSA,SANCHEZ JARANDILLA ,DISTRITAL,DIRIGENTE DISTRITAL,2014,2015
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ROSA,SANCHEZ JARANDILLA ,DISTRITAL,MILITANTE,2006,2014
DEMOCRACIA DIRECTA,CONGRESISTA,MAXIMO TOMAS,SALCEDO MEZA ,NACIONAL,PRESIDENTE ANFPP,2000,2009
DEMOCRACIA DIRECTA,CONGRESISTA,MAXIMO TOMAS,SALCEDO MEZA ,NACIONAL,SECRETARIO GENERAL LIMA,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,RAUL,SANCHEZ MIRANDA,REGIONAL,SECRETARIO DE ORGANIZACION,2009,2011
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,PROVINCIAL,PRESIDENTE,2013,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SAMARITANA,MARIN ASTO,DISTRITAL,COORDINADORA,2015,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SAMARITANA,MARIN ASTO,DISTRITAL,CONSEJISTA,2007,2008
DEMOCRACIA DIRECTA,CONGRESISTA,SANTIAGO,FLORES LOZA ,DISTRITAL,SECRETARIO DE ORGANIZACION,2014,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SILVIA YESENIA,CONTRERAS LAZO,PROVINCIAL,AGITADORA DE MOVILIZACION,2012,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SILVIA YESENIA,CONTRERAS LAZO,REGIONAL,AGITADORA DE MOVILIZACIONES ,2010,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SILVIA YESENIA,CONTRERAS LAZO,PROVINCIAL,AGITADORA DE MOVILIZACION,2005,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,SILVIA YESENIA,CONTRERAS LAZO,REGIONAL,SECRETARIA DE MOVILIZACION ,2011,2015
DEMOCRACIA DIRECTA,CONGRESISTA,TALIA ANTIA,VEGA SOLOGUREN ,NACIONAL,SECRETARIA DE RELACIONES INTERNACIONALES,2005,2016
DEMOCRACIA DIRECTA,CONGRESISTA,TALIA ANTIA,VEGA SOLOGUREN ,NACIONAL,SECRETARIA NACIONAL DE ECONOMIA,2003,2004
DEMOCRACIA DIRECTA,CONGRESISTA,VICTOR FERNANDO,TERRONES MAYTA ,PROVINCIAL,SEC. GENERAL,2014,Actualidad
DEMOCRACIA DIRECTA,CONGRESISTA,VLADIMIRO,DEL CASTILLO NARRO ,REGIONAL,RESPONSABLE COMITE REGIONAL ESTE,1982,1984
DEMOCRACIA DIRECTA,CONGRESISTA,VLADIMIRO,DEL CASTILLO NARRO ,DISTRITAL,RESPONSABLE COMITE SECTORIAL LA CANTUTA,2013,2015
DEMOCRACIA DIRECTA,PRESIDENTE DE LA REPUBLICA,GREGORIO,SANTOS GUERRERO,REGIONAL,PRESIDENTE,2010,2012
DEMOCRACIA DIRECTA,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ANDRES AVELINO,ALCANTARA PAREDES,NACIONAL,PRESIDENTE,2011,2016
DEMOCRACIA DIRECTA,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ANDRES AVELINO,ALCANTARA PAREDES,NACIONAL,PRESIDENTE,2009,2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ABEL HEMIGIDIO,GILVONIO CARDENAS ,NACIONAL,SECRETARIO NACIONAL DE ORGANIZACION,2013,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,DISTRITAL,Coordinadora,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADONAY,GUERRERO CACERES ,REGIONAL,COORDINADOR REGIONAL DE ETICA LM,2013,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADONAY,GUERRERO CACERES ,PROVINCIAL,COORDINADOR ALTERNO CP LIMA CENTRO,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANDINA,MARIACA PEÑA ,PROVINCIAL,COORDINADORA,2010,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANDINA,MARIACA PEÑA ,PROVINCIAL,COORDINADORA,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANDINA,MARIACA PEÑA ,PROVINCIAL,COORDINADORA GENERAL,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,AUGUSTO JOSE,MALPARTIDA LEON ,DISTRITAL,SECRETARIO ASUNTOS LABORALES,1983,1985
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BETSABETH,CORTEGANO CHOTA ,PROVINCIAL,SECRETARIA DE LA MUJER,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS EMILIO,VIZCARRA VELAZCO,REGIONAL,MIEMBROO COMITE EJECUTIO REGIONAL,2010,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS EMILIO,VIZCARRA VELAZCO,REGIONAL,RESPONSABLE REGIONAL ,2014,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS EMILIO,VIZCARRA VELAZCO,REGIONAL,RESPONSABLE DE COMISION ORGANIZADORA REGIONAL AREQUIPA,2007,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS GREGORIO,CORNEJO SUCLLA ,REGIONAL,COORDINADOR DE ORGANIZACION ,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,CARLOS GREGORIO,CORNEJO SUCLLA ,REGIONAL,SUBSECRETARIO DE ORGANIZACION,2016,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,DIANA DEL PILAR,ORDOÑEZ FLORES,NACIONAL,SECRETARIA DE ETICA Y DISCIPLINA,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDGAR AMERICO,OCHOA PEZO ,REGIONAL,SECRET. PROGRAMA ESTRATEGICO,2014,2014
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EROTIDA ROSARIO,MORALES ALBERCA ,PROVINCIAL,PRESIDENTE,1992,1993
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ESTHER,FLORES CARLOS,PROVINCIAL,SECRETARIO DE ECONOMIA,2013,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,FLOR DE MARIA,GONZALES URIOLA ,PROVINCIAL,SECRETARIA DE ORGANIZACION,2010,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,FLOR DE MARIA,GONZALES URIOLA ,NACIONAL,MIEMBRO DEL COMITE CENTRAL,1983,1987
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,GRETELL ESPERANZA,REBAZA ARAUJO ,PROVINCIAL,SECRETARIA GENERAL PROVINCIAL Y TRUJILLO,2013,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,GRETELL ESPERANZA,REBAZA ARAUJO ,PROVINCIAL,SECRETARIO DE ECONOMIA,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,IDER LUIS,GUTIERREZ QUISPE,PROVINCIAL,SECRETARIO GENERAL,1980,1997
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANEETH LILIANA,OTOYA BRAMON ,PROVINCIAL,COORDINACION METROPOLITANA,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANEETH LILIANA,OTOYA BRAMON ,DISTRITAL,COORDINADORA DISTRITAL ,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANEETH LILIANA,OTOYA BRAMON ,PROVINCIAL,SEGUNDO ADJUNTO DE LIMA SUR,2013,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JAVIER,CASTRO ZAVALETA ,DISTRITAL,SECRETARIO DE ORGANIZACION,2004,2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JAVIER,FLORES SUCAPUCA ,PROVINCIAL,SECRETARIO DE ORGANIZACION,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS LUIS,CAMPOS MUÑOZ ,REGIONAL,SECRETARIO GENERAL,2010,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JHON KENNEDY,VEGA CARRASCAL,REGIONAL,PRESIDENTE,2012,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ALFONSO,APARCANA ALFARO ,NACIONAL,COORDINADOR NACIONAL ADJUNTO,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ALFONSO,APARCANA ALFARO ,PROVINCIAL,COORDINADOR PROVINCIAL ICA,1991,1994
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ALFONSO,APARCANA ALFARO ,NACIONAL,COORDINADOR DEPARTAMENTAL ICA,1996,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ANDRES,CASTRO BRAVO ,PROVINCIAL,PRESIDENTE,2013,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ANDRES,CASTRO BRAVO ,PROVINCIAL,PRESIDENTE,2009,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE AUGUSTO,GONZALES GAMARRA,PROVINCIAL,COORDINADOR REGIONAL,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE FRANCISCO MARTIN,BACACORZO DIAZ,NACIONAL,MIEMBRO DEL SECRETARIADO,2001,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE FRANCISCO MARTIN,BACACORZO DIAZ,NACIONAL,SECRETARIO DE FORMACION POLITICA,2012,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE,OLIVOS VINCES ,REGIONAL,SEC. ORGANIZACION,2012,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE MIGUEL,OROS PONCE,PROVINCIAL,RESP. BASE DE JUVENTUDES AREQUIPA,2008,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE MIGUEL,OROS PONCE,REGIONAL,COORDINADOR REGIONAL COAP,2009,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE MIGUEL,OROS PONCE,NACIONAL,RESPONSABLE BASE REGIONAL FRANCISCO ROJAS,2011,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE MIGUEL,OROS PONCE,DISTRITAL,RESPONSABLE BASE DEL G.,2006,2008
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN CESAR,REGALADO CABRERA ,PROVINCIAL,SECRETARIO DE ORGANIZACION,2013,2014
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN CESAR,REGALADO CABRERA ,PROVINCIAL,COORDINADORA PROVINCIAL ,2011,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN CESAR,REGALADO CABRERA ,PROVINCIAL,SECRETARIO DE ORGANIZACION,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN DIEGO,MOTTA VILLEGAS ,NACIONAL,SECRETARIO DE RELACIONES INTERNACIONALES,2012,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN DIEGO,MOTTA VILLEGAS ,NACIONAL,MIEMBRO DEL SECRETARIADO,2001,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN ISMAEL,ASTE DAFFOS ,NACIONAL,COORDINADOR DE PROGRAMA,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN ISMAEL,ASTE DAFFOS ,NACIONAL,COORDINADOR ALTERNO PLAN DE GOBIERNO,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JULIO CESAR,BAZAN FIGUEROA ,NACIONAL,MIEMBRO DE LA COMISION POLITICA,2003,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JULIO CESAR,BAZAN FIGUEROA ,NACIONAL,MIEMBRO CP-FA,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUNNY JANET,YNOQUIO HERRERA ,PROVINCIAL,SEC. ECONOMIA,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,KATIA LUCIA,GILVONIO CONDEZO,REGIONAL,COORDINADORA REGIONAL DE LA JUVENTUD - PARTIDO SOCIALISTA,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,KATTY MARYORI,LINO MUÑOZ,NACIONAL,SECRETARIA JUVENTUD,2003,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,KATTY MARYORI,LINO MUÑOZ,PROVINCIAL,SECRETARIA ORGANIZACION,2003,2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LENIN ABRAHAM,CHECCO CHAUCA ,REGIONAL,SECRETARIO REGIONAL MOVILIZACION,2006,2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONILA MARTINA,PORTOCARRERO RAMOS ,NACIONAL,PRESIDENTA,2003,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONILA MARTINA,PORTOCARRERO RAMOS ,NACIONAL,PRESIDENTA,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONILA MARTINA,PORTOCARRERO RAMOS ,NACIONAL,PRESIDENTA,2009,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS PEDRO,PORTILLA Y TORRES,DISTRITAL,Secretario de Movilización social,2000,2001
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS PEDRO,PORTILLA Y TORRES,REGIONAL,Coordinador,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL,RIVAS VALERA ,REGIONAL,RESPONSABLE POLITICO,1991,2004
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL ENRIQUE ERNESTO,DAMMERT EGO AGUIRRE ,NACIONAL,SECRETARIO NACIONAL DE DESCENTRALIZACION,2005,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL ENRIQUE ERNESTO,DAMMERT EGO AGUIRRE ,NACIONAL,MIEMBRO DEL COMITÉ EJECUTIVO NACIONAL,2004,2004
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL GERMAN,BENZA PFLÜCKER ,NACIONAL,SECRETARIO,2006,2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL GERMAN,BENZA PFLÜCKER ,NACIONAL,JEFE DE COMISION POLITICA,1976,1988
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL GERMAN,BENZA PFLÜCKER ,NACIONAL,MIEMBRO DEL CONSEJO,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARCO ANTONIO,ARANA ZEGARRA,NACIONAL,Coordinador General,2012,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARCO ANTONIO,ARANA ZEGARRA,NACIONAL,Miembro de la Comisión Política Nacional,2014,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA ELENA,FORONDA FARRO ,DISTRITAL,COORDINADORA DISTRITAL,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA ELENA,FORONDA FARRO ,REGIONAL,COORDINADORA PROVINCIAL,2013,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA ELENA,FORONDA FARRO ,NACIONAL,CDN,2012,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA YSABEL,CEDANO GARCIA ,NACIONAL,COMISION POLITICA,2012,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA YSABEL,CEDANO GARCIA ,NACIONAL,COORDINADORA DE COMISIÓN DE LA MUJER Y GENERO,2012,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIO JOSE,CANZIO ALVAREZ,REGIONAL,SECRET. DE ORGANIZACION REGIONAL ,2006,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIO JOSE,CANZIO ALVAREZ,PROVINCIAL,SECRETARIO GENERAL PROVINCIAL,2005,2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIO JOSE,CANZIO ALVAREZ,REGIONAL,SECRETARIO GENERAL REGIONAL ,2006,2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARISA,GLAVE REMY ,NACIONAL,Representante Legal,2010,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARISA,GLAVE REMY ,NACIONAL,Fundadora,2010,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARISA,GLAVE REMY ,NACIONAL,Coordinadora Adjunta de la Comisión Política Nacional,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MIGUEL ANGEL,ZUMAETA GONZALES ,NACIONAL,SECRETARIO DE ECONOMIA,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MIGUEL ANGEL,ZUMAETA GONZALES ,REGIONAL,ADJUNTO  A LA COORD. GENERAL,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NATALY ROSARIO,MONTALDO TORRES,NACIONAL,SECRETARIA DE JUVENTUDES,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,OSCAR AVELINO,MOLLOHUANCA CRUZ ,PROVINCIAL,PRESIDENTE,2007,2009
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,OSCAR AVELINO,MOLLOHUANCA CRUZ ,PROVINCIAL,SEC. ORGANIZACION,2015,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,OSCAR AVELINO,MOLLOHUANCA CRUZ ,PROVINCIAL,PRESIDENTE,1988,1990
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,OSCAR AVELINO,MOLLOHUANCA CRUZ ,PROVINCIAL,COORDINADOR PROVINCIAL,2010,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RAFAEL,RUIZ DIAZ ,PROVINCIAL,PRENSA Y PROPAGANDA,2016,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SAMUEL REYNEL,YAÑEZ TORRES ,PROVINCIAL,COORDINADOR METROPOLITANO,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SIGIFREDO MARCIAL,VELASQUEZ RAMOS ,REGIONAL,SECRETARIA MUNICIPAL,2011,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SIGIFREDO MARCIAL,VELASQUEZ RAMOS ,REGIONAL,FUERZA SOCIAL,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TEOFILO,VALLEJOS RAMOS,PROVINCIAL,COORDINADOR PROVINCIAL,2012,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,WALTER,DE LA CRUZ BUJAICO,DISTRITAL,MILITANTE,2008,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,WILBERT GABRIEL,ROZAS BELTRAN,NACIONAL,COORDINADOR NACIONAL ADJUNTO,2011,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,WILBERT GABRIEL,ROZAS BELTRAN,REGIONAL,SECRETARIO GENERAL,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,WILBERT GABRIEL,ROZAS BELTRAN,NACIONAL,SUB SECRETARIO GENERAL,2009,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ZACARIAS REYMUNDO,LAPA INGA,REGIONAL,PERSONERO LEGAL ALTERNO,2007,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PRESIDENTE DE LA REPUBLICA,VERONIKA FANNY,MENDOZA FRISCH,NACIONAL,COORDINADORA COMITES APOYO INTERNACIONAL,2007,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PRESIDENTE DE LA REPUBLICA,VERONIKA FANNY,MENDOZA FRISCH,REGIONAL,SECRETARIA PRENSA DE JUVENTUDES,2009,2009
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PRESIDENTE DE LA REPUBLICA,VERONIKA FANNY,MENDOZA FRISCH,REGIONAL,VOCERA DE COMISION DE LA MUJER,2010,2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PRIMER VICEPRESIDENTE DE LA REPUBLICA,MARCO ANTONIO,ARANA ZEGARRA,NACIONAL,Miembro de la Comisión Política Nacional,2014,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PRIMER VICEPRESIDENTE DE LA REPUBLICA,MARCO ANTONIO,ARANA ZEGARRA,NACIONAL,Coordinador General,2012,2013
FRENTE ESPERANZA,CONGRESISTA,CARLOS RICARDO,CUARESMA SANCHEZ,REGIONAL,Miembro del Comité Departamental Cusco,2005,2008
FRENTE ESPERANZA,CONGRESISTA,CARLOS RICARDO,CUARESMA SANCHEZ,REGIONAL,Responsable Regional Cusco,2014,2015
FRENTE ESPERANZA,CONGRESISTA,CARLOS RICARDO,CUARESMA SANCHEZ,NACIONAL,Integrante de la Dirección Nacional,2014,2015
FRENTE ESPERANZA,CONGRESISTA,EDUARDO ANTONIO,CHAUCA MEJIA,NACIONAL,PRESIDENTE,2011,2011
