ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,AMBITO,NOMBRE_CARGO,ANIO_INICIO,ANIO_FINAL
PERUANOS POR EL KAMBIO,CONGRESISTA,RODOLFO JOSE,ESPINOZA ZEVALLOS,PROVINCIAL,SECRETARIO PROVINCIAL HUANUCO,2015,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,RODOLFO JOSE,ESPINOZA ZEVALLOS,REGIONAL,COORDINADOR DE HUANUCO,2014,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSANA JACQUELINE,LLATAS CARRASCO,PROVINCIAL,ORGANIZACION -  CUTERVO,2007,2008
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSANA JACQUELINE,LLATAS CARRASCO,REGIONAL,COORDINADORA LAMBAYEQUE,2010,2011
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSANA JACQUELINE,LLATAS CARRASCO,REGIONAL,ORGANIZACION - CAJAMARCA,2008,2009
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSANA JACQUELINE,LLATAS CARRASCO,PROVINCIAL,ORGAZACION -  LAMBAYEQUE,2013,2014
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSARIO ESTHER,NOVOA ESPINOZA,PROVINCIAL,REGIDORA,2007,2010
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSARIO ESTHER,NOVOA ESPINOZA,REGIONAL,SUB SECRETARIA REGIONAL,2009,2011
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSARIO ESTHER,NOVOA ESPINOZA,NACIONAL,PERSONERA LEGAL,2010,2010
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,PROVINCIAL,SECRETARIO GENERAL LIMA,2003,2007
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,NACIONAL,SECRETARIO NACIONAL DE DOCTRINA,1999,2003
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,NACIONAL,SECRETARIO NACIONAL DE JUVENTUDES,1989,1993
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,NACIONAL,SECRETARIO GENERAL,2012,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,TERESA JESUS,GONZALES HUAMAN,PROVINCIAL,SECRETARIO PROVINCIAL DE HUANCAVELICA,2015,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,TERESA JESUS,GONZALES HUAMAN,REGIONAL,COORDINADORA PARA LA CONFORMACION DE LOS COMITES PROVINCIALES,2012,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,THANUD,FEBRES HERRERA,PROVINCIAL,SECRETARIA DE ECONOMIA Y FINANZAS,2013,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,VICENTE ANTONIO,ZEBALLOS SALINAS,REGIONAL,PRESIDENTE,2006,2010
PERUANOS POR EL KAMBIO,CONGRESISTA,VICTOR ALFONSO,SANCHEZ ZERILLO,DISTRITAL,COORDINADOR DISTRITAL DE PACHACAMAC ,2015,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,VICTOR VIDAL,PINO ZAMBRANO,PROVINCIAL,REGIDOR,1999,2002
PERUANOS POR EL KAMBIO,CONGRESISTA,VICTOR VIDAL,PINO ZAMBRANO,PROVINCIAL,REGIDOR,1990,1992
PERUANOS POR EL KAMBIO,CONGRESISTA,VICTOR VIDAL,PINO ZAMBRANO,PROVINCIAL,REGIDOR,1992,1995
PERUANOS POR EL KAMBIO,PRESIDENTE DE LA REPUBLICA,PEDRO PABLO,KUCZYNSKI GODARD,NACIONAL,Presidente,2011,Actualidad
PERUANOS POR EL KAMBIO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,MARTIN ALBERTO,VIZCARRA CORNEJO,REGIONAL,Presidente,2010,2014
PROGRESANDO PERU,CONGRESISTA,ANGEL,CARMEN CALDERON,PROVINCIAL,SECRETARIO PROVINCIAL DE MORROPON,2015,2016
PROGRESANDO PERU,CONGRESISTA,EDDIE WILLIAM,BAZAN CALDERON,PROVINCIAL,SECRETARIO GENERAL PROVINCIAL,2011,2015
PROGRESANDO PERU,CONGRESISTA,EDDIE WILLIAM,BAZAN CALDERON,PROVINCIAL,SECRETARIO GENERAL PROVINCIAL,2011,2015
PROGRESANDO PERU,CONGRESISTA,GLORIA,MOROTE CONTRERAS,REGIONAL,DIRIGENTE,2012,2016
PROGRESANDO PERU,CONGRESISTA,HUMBERTO,VALLEJOS SUCLUPE,REGIONAL,SECRETARIO DE ECONOMIA,2015,2016
PROGRESANDO PERU,CONGRESISTA,LUIS ENRIQUE,MANRIQUE VICENTE,REGIONAL,SECRETARIO DE ACTAS,2015,2016
PROGRESANDO PERU,CONGRESISTA,NANCY,VICENTE JIMENEZ,NACIONAL,SECRETARIA GENERAL REGIONAL,2015,2016
PROGRESANDO PERU,CONGRESISTA,OSCAR EMIGDIO,ALIAGA SANTANDER,NACIONAL,Subsecretario General del sindicato de Educadores de la Revolucion Peruana.,1964,Actualidad
PROGRESANDO PERU,CONGRESISTA,OSCAR EMIGDIO,ALIAGA SANTANDER,PROVINCIAL,Secretario General,1980,1990
PROGRESANDO PERU,CONGRESISTA,TUPAK INTI,WALLPA QESPE,REGIONAL,Presidente,2015,Actualidad
PROGRESANDO PERU,CONGRESISTA,TUPAK INTI,WALLPA QESPE,NACIONAL,Presidente,2002,2006
PROGRESANDO PERU,CONGRESISTA,TUPAK INTI,WALLPA QESPE,NACIONAL,Presidente,2015,Actualidad
TODOS POR EL PERU,CONGRESISTA,ALFREDO ERNESTO,SANCHEZ CAHUANA,PROVINCIAL,COORDINADOR PROVINCIAL,2013,2014
TODOS POR EL PERU,CONGRESISTA,ALFREDO ERNESTO,SANCHEZ CAHUANA,DISTRITAL,SECRETARIO GENERIAL COLEGIADO,2006,Actualidad
TODOS POR EL PERU,CONGRESISTA,ANGELICA,MUSAYON CHIRA,PROVINCIAL,SECRETARIA PROVINCIAL DE CHICLAYO,2015,2016
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,REGIONAL,Secretario General,1990,1994
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,NACIONAL,Presidente Congresos Nacionales,1994,1998
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,NACIONAL,Vice Secretario Nacional,1995,1996
TODOS POR EL PERU,CONGRESISTA,AYDEE,ESPINOZA PALOMINO,PROVINCIAL,Secretaria General,2010,2010
TODOS POR EL PERU,CONGRESISTA,AYDEE,ESPINOZA PALOMINO,PROVINCIAL,MOVIMIENTO,2005,2007
TODOS POR EL PERU,CONGRESISTA,AYDEE,ESPINOZA PALOMINO,REGIONAL,COORDINADORA REGIONAL,2015,2016
TODOS POR EL PERU,CONGRESISTA,CARLOS,RAMOS MONTES,PROVINCIAL,Personero Legal,2010,2010
TODOS POR EL PERU,CONGRESISTA,CARLOS GUILLERMO,LAYZA SILVA,REGIONAL,Coordinador regional,2015,Actualidad
TODOS POR EL PERU,CONGRESISTA,CARLOS LENNIN JESUS,SANCHEZ LOPEZ,DISTRITAL,Fundador-Presidente,2010,Actualidad
TODOS POR EL PERU,CONGRESISTA,CARLOS LENNIN JESUS,SANCHEZ LOPEZ,PROVINCIAL,Fundador-Presidente,2014,2015
TODOS POR EL PERU,CONGRESISTA,CARMEN ENRIQUETA,HEREDIA CUCHO,NACIONAL,SUB SECRETARIA NACIONAL DE ESTADISTICA,2005,2012
TODOS POR EL PERU,CONGRESISTA,EDITH,BAUTISTA LEON,REGIONAL,Fundador,2009,2011
TODOS POR EL PERU,CONGRESISTA,EDITH,BAUTISTA LEON,REGIONAL,Presidenta,2009,2011
TODOS POR EL PERU,CONGRESISTA,EDWIN ALFREDO,BUSTIOS SAAVEDRA,REGIONAL,PRESIDENTE FUNDADOR,2005,2014
TODOS POR EL PERU,CONGRESISTA,EDWIN ALFREDO,BUSTIOS SAAVEDRA,REGIONAL,PRESIDENTE,2014,Actualidad
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,NACIONAL,REPRESENTANTE LEGAL,2004,2013
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,NACIONAL,PRESIDENTE,2007,2013
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,NACIONAL,SECRETARIO GENERAL,2004,2007
TODOS POR EL PERU,CONGRESISTA,GUSTAVO JUAN,PROLEON PONCE,NACIONAL,Secretario General,2006,2006
TODOS POR EL PERU,CONGRESISTA,HANS FRANK,HERRERA ZAVALETA,DISTRITAL,CANDIDATO  ALCALDE,2010,2010
TODOS POR EL PERU,CONGRESISTA,HANS FRANK,HERRERA ZAVALETA,DISTRITAL,COORDINADOR DISTRITAL,2015,2016
TODOS POR EL PERU,CONGRESISTA,HECTOR EDWY,VELA ARICA,REGIONAL,SECRETARIO REGIONAL DE ASUNTOS Y PROCESOS ELECTORALES ,2012,2014
TODOS POR EL PERU,CONGRESISTA,IRMA,PANDURO TORRES,PROVINCIAL,Secretaria de la Mujer,2013,2014
TODOS POR EL PERU,CONGRESISTA,JAVIER GUIDO,NUÑEZ LLANOS,REGIONAL,PROMOTOR,2015,Actualidad
TODOS POR EL PERU,CONGRESISTA,JUANA ESPERANZA,JARA CESPEDES,NACIONAL,PERSONERO TÉCNICO,2011,2015
TODOS POR EL PERU,CONGRESISTA,JUSTO IRWIN,GONZALES AGUADO,REGIONAL,VICE PRESIDENTE ,2004,2013
TODOS POR EL PERU,CONGRESISTA,JUSTO IRWIN,GONZALES AGUADO,REGIONAL,SECRETARIO GENERAL,2013,2015
TODOS POR EL PERU,CONGRESISTA,LUIS ALBERTO,DIAZ MORALES,NACIONAL,COORDINADOR REGIONAL,2004,2010
TODOS POR EL PERU,CONGRESISTA,LUIS GUILLERMO MARTIN,CASTRO PEREZ,DISTRITAL,SECRETARIO DE ACTAS Y PROPAGANDA,2010,2011
TODOS POR EL PERU,CONGRESISTA,MANUEL,VILLALVA MORAN,NACIONAL,SECRETARIO REGIONAL HUANCAVELICA,2007,Actualidad
TODOS POR EL PERU,CONGRESISTA,MANUEL,VILLALVA MORAN,NACIONAL,SECRETARIO REGIONAL HUANCAVELICA,2005,Actualidad
TODOS POR EL PERU,CONGRESISTA,MANUEL FERNANDO,DEL AGUILA ZUÑIGA,PROVINCIAL,SECRETARIO PROVINCIAL DE ASUNTOS ELECTORALES Y PERSONEROS ,2015,Actualidad
TODOS POR EL PERU,CONGRESISTA,MANUEL GABRIEL,GALLASTEGUI SABROSO,NACIONAL,"Secretaría Nacional - Recursos Humanos, Seguridad y Disciplina",2007,Actualidad
TODOS POR EL PERU,CONGRESISTA,MAVILO,ROMERO TORRES,REGIONAL,CANDIDATO A CONSEJERO REGIONAL,2015,Actualidad
TODOS POR EL PERU,CONGRESISTA,MAXIMO,YLLA QUILLAHUAMAN,NACIONAL,SECRETARIO DE ORGANIZACIÓN ,2005,2015
TODOS POR EL PERU,CONGRESISTA,RAQUEL LILIANA,LOZADA VALENTIN,NACIONAL,SECRETARIA GENERAL,2007,2016
TODOS POR EL PERU,CONGRESISTA,RAQUEL LILIANA,LOZADA VALENTIN,NACIONAL,SECRETARIA DE UNIVERSIDADES Y JUVENTUDES,2005,Actualidad
TODOS POR EL PERU,CONGRESISTA,VITTORIO ALFONSO,BRISSOLESE PAZ,REGIONAL,POSTULANTE INVITADO A CONSEJERO REGIONAL,1991,1991
TODOS POR EL PERU,CONGRESISTA,VITTORIO ALFONSO,BRISSOLESE PAZ,REGIONAL,POSTULANTE INVITADO AL CONGRESO,1980,1980
